,Unnamed: 0,attraction,주소,위도,경도,tag
155,155,정법사(서울),서울특별시 성북구 대사관로13길 44,37.6015254018,126.9908800117,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경#전통사찰#종교#한국불교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
156,156,예지원,서울특별시 중구 장충단로 72(장충동2가),37.5515258689,127.002658134,#관광지#남녀노소#도심여행#아이와함께#예지원#요리교실#이색체험#전통&역사문화체험#전통문화#주말추천여행지#체험프로그램#한국전통
157,157,민영환 자결터,서울특별시 종로구 공평동,37.5718842715,126.9835815178,#관광지#교과서속여행#기념비#민영환#민영환자결#민영환자결터#수도권#역사#역사공부#역사를품은곳#역사속#역사속으로#역사여행#역사이야기#역사체험학습#역사탐방#역사탐험#을사늑약
158,158,낙원동 아구찜 거리,서울특별시 종로구 삼일대로 428,37.5732314221,126.9883060491,#관광지#낙원아구찜#남녀노소#맛집탐방#먹자골목#서울맛집투어#소주한잔#숨은맛집#음식거리#전국맛집#종로가볼만한곳#체험#친구와함께
159,159,신당동 떡볶이 골목,서울특별시 중구 다산로33길 10-18(신당동),37.563058077,127.014609496,#골목분식#골목시장#관광지#떡볶이거리#떡볶이골목#떡볶이맛집#떡볶이먹방#떡볶이파는곳#맛집#맛집탐방#서울떡볶이골목#서울떡볶이맛집#숨은맛집#신당동떡볶이#신당동떡볶이골목#신당동떡볶이타운#신당동맛집#외국인이많이찾는#전국맛집#체험#친구와함께
160,160,장충동 족발 골목,서울특별시 중구 장충단로 176(장충동1가),37.5604832175,127.0057825956,#골목시장#관광지#남녀노소#먹자골목#서울맛집투어#술안주#숨은맛집#음식거리#이색거리#장충동맛집#전국맛집#족발골목#체험#친구와함께
161,161,서울 종로 낙지볶음 골목,서울특별시 종로구 종로 19(종로1가),37.5708482131,126.979804113,#가족과함께#골목길#골목여행#관광지#낙지거리#낙지전문점#맛집골목#맛집탐방#숨은맛집#시장맛집#연인과함께#이색거리#전국맛집#체험#친구와함께
162,162,서울 동대문 닭한마리 골목,서울특별시 종로구 종로40가길 14,37.5703487391,127.0058684191,#2024_여행가는달과함께하는_발도장여행지#관광지#닭한마리#동대문닭한마리#동대문닭한마리골목#동대문닭한마리골목#먹자골목#수도권#숨은맛집#음식#음식거리#전국맛집#체험#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
163,163,남대문 갈치조림골목,서울특별시 중구 남대문시장길 16-17,37.5595328096,126.9769046979,#갈치#갈치구이#갈치조림#갈치조림골목#갈치조림맛집#골목시장#관광지#남대문#남대문갈치조림골목#남대문시장#맛골목#맛집여행#먹자골목#서울맛골목투어#숨은맛집#아이와함께#연인과함께#전국맛집#체험
164,164,응암동 감자국 거리,서울특별시 은평구 응암로 172(응암동),37.5872146236,126.9166871824,#가족과함께#감자탕#관광지#남녀노소#먹자골목#서울맛집투어#숨은맛집#아이와함께#영양식#음식거리#전국맛집#체험#친구와함께
165,165,살곶이체육공원,서울특별시 성동구 사근동길 16-18(사근동),37.5602422502,127.0431430874,#걷기길#관광지#남녀노소#산책길#산책하기#산책하기좋은곳#살곶이체육공원#성동구공원#성동구체육공원#조깅#중랑천#중랑천공원#중랑천변공원#휴식공간#휴식여행#휴식하기#휴식하기좋은곳#힐링
166,166,관악산 생태공원,서울특별시 관악구 석수동,37.4208230076,126.9260354605,#관광지#관악구무장애숲길#관악구자연도시공원#관악산생태공원#근린생태공원#데이트코스#도심여행#산책하기좋은곳#선우공원#선우체육관#아이와함께#연인과함께#자연#자연&숲#힐링#힐링산책
167,167,관악산공원 야외식물원,서울특별시 관악구 대학동 203번지 일대,37.4585690064,126.9472963541,#관광지#관악산#관악산공원#관악산공원나들이숲#관악산공원야외식물원#데이트코스#도심여행#무장애여행#서울여행#서울힐링#아이와함께#야외식물원#연인과함께#인생샷#자연#자연&숲#힐링
168,168,삼성산성지,서울특별시 관악구 호암로 454-16,37.456985532,126.929125831,#2024_여행가는달과함께하는_발도장여행지#가톨릭순례길#관광지#산책길#산책하기#산책하기좋은곳#삼성산성지#순례길#역사#역사공부#역사속#역사속으로#역사이야기#자연속으로#자연좋은곳#자연풍경#자연환경#종교#종교성지#천주교#천주교회
169,169,관문사(서울),서울특별시 서초구 바우뫼로7길 111(우면동),37.4737408098,127.0222641043,#관광지#관문사#불교#불교문화#사찰#사찰여행#서울관문사#수도권#역사#우면산관문사#전통사찰#종교#천태종#한국불교#휴식하기좋은곳
170,170,청계천 버들습지,서울특별시 동대문구 용두동고산자교 하류 버들습지,37.572476847,127.0379904319,#관광지#나들이#당일치기여행#도심여행#동대문구습지#버들습지#산책길#산책하기#숲#자연#자연좋은곳#자연환경#청계8경#청계천8경#청계천버들습지#청계팔경#힐링#힐링산책
171,171,북서울 꿈의숲,서울특별시 강북구 월계로 173,37.6233876457,127.0407498436,#관광지#나들이#당일치기여행#도심여행#반려동물동반여행지#북서울꿈의숲#산책하기좋은곳#수도권반려동물여행지#연인과함께#자연&숲#자연좋은곳#피크닉#휴식공간#휴식여행#휴식하기#휴식하기좋은곳#힐링
172,172,서울 경교장,서울특별시 종로구 새문안로 29(평동),37.5683899481,126.9677163958,#2024_여행가는달과함께하는_발도장여행지#건축물#건축사#건축여행#관광지#교과서속여행#근대건축#근대건축물#당일치기여행#서울경교장#수도권#아이와함께#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행
173,173,이촌한강공원,서울특별시 용산구 이촌로72길 62(이촌동),37.5178736527,126.9708647593,#걷기길#관광지#남녀노소#봄나들이#산책코스#산책하기좋은곳#수도권#연인과함께#열린문화공간#이촌한강공원#한강시민공원#한강자전거#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
174,174,아쿠아플라넷 63,서울특별시 영등포구 63로 50 63한화생명빌딩,37.519628449,126.939859201,#63빌딩수족관#63빌딩아쿠아리움#가족여행#관광지#대형수족관#데이트코스#도심여행#미세먼지_피하는_실내여행#수도권#실내여행지#아이가_좋아하는_여행#아이와함께#아쿠아리움#아쿠아리움&수족관#아쿠아플라넷63#여의도아쿠아플라넷#연인과함께
175,175,양화한강공원,서울특별시 영등포구 노들로 221 한강사업본부 양화안내센터,37.5383867083,126.9022732082,#걷기길#관광지#나들이#도심여행#산책#서울가볼만한곳#야경투어#양화한강공원#연인과함께#자전거여행#조깅#친구와함께#피크닉#한강공원#한강시민공원양화지구
176,176,보라매안전체험관,서울특별시 동작구 여의대방로20길 33,37.4929339232,126.9172397911,#가족여행#관광지#교육여행#미세먼지_피하는_실내여행#박물관#보라매안전체험관#서울안전체험관#수도권#시민안전체험관#실내여행지#아이와함께#안전체험관#응급처치체험#이색체험#자연재난안전체험#체험프로그램#체험학습#화재안전체험
177,177,호암산성,서울특별시 금천구 독산로36나길 63,37.4474946828,126.9131692166,#관광지#대형우물#사적#수도권#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#통일신라시대#호암산성
178,178,용왕정,서울특별시 양천구 목2동,37.5461658142,126.8717257737,#걷기#경치좋은곳#관광지#근린공원#산책코스#산책하기좋은곳#서울8경#서울용왕정#양천용왕정#엄지산#연인과함께#용왕산근린공원#용왕산용왕정#자연풍경#전망좋은곳#휴식공간#휴식하기#휴식하기좋은곳
179,179,용왕산근린공원,서울특별시 양천구 용왕정길 41(목동),37.5441383795,126.8777336167,#가족여행#걷기길#관광지#나들이#서울도심여행#아이와함께#용왕산근린공원#주말추천여행지#친구와함께
180,180,도봉산,서울특별시 도봉구 도봉동,37.6969870145,127.0184192271,#가족여행#관광지#당일치기여행#도봉산#도봉산역#등산#등산로#사계절#서울근교여행#아이와함께#연인과함께#자연#자연좋은곳#친구와함께#힐링&휴양여행
181,181,도산공원,서울특별시 강남구 도산대로45길 20,37.5214632538,127.0338117034,#가족여행#걷기여행#관광지#나들이#당일치기여행#도산공원#도산안창호#사계절#서울근교여행#아이와함께#안창호공원#압구정#연인과함께#친구와함께#피크닉#힐링&휴양여행
182,182,우이동 먹거리마을,"서울특별시 강북구 삼양로181길 101(우이동, 우이공원유원지) 일대",37.6728145811,127.0047156118,#가을먹거리#관광지#남녀노소#등산객#맛집탐방#먹거리#먹거리투어#유원지#자연관광지#자연마을#자연환경#휴식여행#휴식하기좋은곳
183,183,서울 암사동 유적,서울특별시 강동구 올림픽로 875(암사동),37.560513245,127.1309239757,#가족여행#관광지#교과서속여행#당일치기여행#서울근교여행#서울박물관#서울암사동유적#신석기시대#아이와함께#암사동유적박물관#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사여행#역사유적지#역사탐방#전통&역사문화체험#친구와함께
184,184,봉원사(서울),서울특별시 서대문구 봉원사길 120(봉원동),37.5723974448,126.9469959488,#관광지#봉원사#불교#불교사찰#사찰#서울여행#역사#역사관광지#자연환경#종교#한국불교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
185,185,국립4.19민주묘지,서울특별시 강북구 4.19로8길 17(수유동),37.6484480504,127.0091159038,#가족여행#관광지#교과서속여행#국립4.19민주묘지#근대문화유산#당일치기여행#서울근교여행#아이와함께#역사#역사유적지#전통&역사문화체험#친구와함께
186,186,태릉.강릉,서울특별시 노원구 화랑로 681,37.6341401904,127.0971582841,#가족여행#관광지#교과서속여행#궁릉#노원태강릉#명종#명종의능#문정왕후#문정왕후능#서울태릉과강릉#아이와함께#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적지#역사이야기#역사탐험#유네스코세계문화유산#유네스코세계유산#육군사관학교#인순왕후능#전통&역사문화체험#조선왕릉#친구와함께
187,187,서울 영휘원(순헌황귀비)과 숭인원(이진),서울특별시 동대문구 홍릉로 90(청량리동),37.589647174,127.0435644361,#가족여행#관광지#교과서속여행#사적#사찰#산사#서울릉#서울영휘원과숭인원#세종대왕기념관#숭인원#아이와함께#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적지#역사이야기#역사탐방#역사탐험#영휘원#전통역사문화체험#청량리릉#친구와함께
188,188,절두산 순교성지,서울특별시 마포구 토정로 6,37.5441500963,126.9117221843,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험
189,189,구암공원,서울특별시 강서구 허준로5길 42(가양동),37.5676574399,126.8537656954,#걷기길#관광지#교과서속여행#구암공원#나들이#남녀노소#도심여행#산책길#산책하기#산책하기좋은곳#수도권#역사유적지#연중무휴#휴식하기좋은곳
190,190,"서울 구 벨기에영사관(현, 서울시립미술관 남서울생활미술관)",서울특별시 관악구 남부순환로 2076,37.4761175459,126.9795345921,#관광지#복합문화공간#서울구벨기에영사관#서울시립미술관#수도권#아이와함께#역사#역사공부#역사를품은곳#역사문화재#역사속#역사속으로#역사이야기#역사탐방#역사탐험#열린문화공간
191,191,서울 남현동 요지,서울특별시 관악구 남현3길 60(남현동),37.4748538047,126.979606844,#관광지#사적#서울남현동요지#수도권#역사#역사공부#역사를품은곳#역사문화재#역사속으로#역사유적#역사유적지#역사유적지#역사이야기#역사탐험
192,192,정정공강사상묘역,서울특별시 관악구 난곡동,37.4661592709,126.9181682372,#관광지#서울특별시유형문화재#수도권#역사#역사공부#역사관광지#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사탐방#역사탐험#정정공강사상묘역
193,193,효민공 이경직 묘역,서울특별시 관악구 남현동,37.4706625271,126.9741519032,#관광지#서울특별시유형문화재#수도권#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사탐험#효민공이경직묘역
194,194,관음사(서울),서울특별시 관악구 승방1길 109-80(남현동),37.4676601403,126.9765239933,#관광지#관악능선#관악산#관악산등산코스#관악산사찰#불교문화#사찰여행#역사#역사속으로#역사이야기#연주암#자연좋은곳#자연환경#전통사찰#종교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
195,195,자운암(서울),서울특별시 관악구 관악로(신림동),37.4487397158,126.9542210004,#관광지#불교#불교문화#불교사찰#사찰#사찰여행#역사#자연속으로#자연환경#종교#한국불교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
196,196,약수사(서울),서울특별시 관악구 약수암1길 28 약수사,37.4595603285,126.9344613837,#관광지#불교#불교문화#사찰#사찰#사찰여행#수도권#약수사#역사#자연환경#전통사찰#종교#한국불교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
197,197,양화진외국인선교사묘원(외인묘지),서울특별시 마포구 양화진길 46,37.5465275879,126.9111804997,#관광지#마포선교사묘지#묘지기념관#선교기념관#선교사무덤#수도권#양화진#양화진외국인선교사묘원#역사#역사공부#역사관광지#역사를품은곳#역사속#역사속으로#역사이야기#역사탐방#역사탐험#외인묘지#절두산성지
198,198,북한산국립공원(서울),서울특별시 성북구 보국문로 262,37.6215453578,126.9943263511,#관광지#북한산#북한산국립공원#생태#생태관광#생태관광지#서울권#수도권#자연#자연#자연여행#자연좋은곳#자연풍경#자연환경#휴식여행#휴식하기좋은곳#힐링#힐링여행
199,199,청담근린공원,서울특별시 강남구 영동대로131길 26(청담동),37.5211580726,127.0526683289,#강남휴식공원#강남힐링#공원#관광지#산책길#산책코스#산책하기#산책하기좋은곳#아침운동#자연좋은곳#자연환경#청담공원#청담동공원#청담동나들이#청담휴식공원#휴식공간#휴식공원#휴식여행#휴식하기#휴식하기좋은곳
200,200,정몽주 동상,서울특별시 마포구 합정동401-2,37.5483329084,126.9097666887,#고려#관광지#단심가#동상#마포구#아이와함께#양화대교#양화대교인근동상#역사#역사공부#역사속#역사속으로#역사여행#역사이야기#역사체험#역사탐방#역사탐험#정몽주#포은동상#포은정몽주
201,201,천호공원,서울특별시 강동구 올림픽로 702(천호동),37.5447233407,127.1269358994,#걷기좋은곳#공원#관광지#근린공원#산책길#산책코스#산책하기#산책하기좋은곳#서울가볼만한곳#서울공원#음악분수#천호공원#해공도서관#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
202,202,일자산자연공원,서울특별시 강동구 동남로 660일대,37.5327334966,127.150800736,#걷기길#관광지#둔굴#생태체험#서울공원#수도권#연중무휴#일자산자연공원#자연#자연공원#해맞이광장#힐링
203,203,구암서원 터(구암정),서울특별시 강동구 암사동,37.5678542251,127.1401145966,#관광지#구암서원터#구암정#서울가볼만한곳#서울유적지#수도권#역사#역사공부#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적지#역사이야기#역사탐방#역사탐험
204,204,난지한강공원,서울특별시 마포구 한강난지로 162,37.562819678,126.8854129455,#관광지#나들이#난지물놀이장#난지캠핑장#난지한강공원#난지한강공원수영장#데이트코스#도심캠핑#마포난지공원#마포한강공원#복합문화공간#연인과함께#연중무휴#열린문화공간#피크닉#한강공원#한강시민공원난지지구#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
205,205,사직공원(서울),서울특별시 종로구 사직로 89(사직동),37.5757085419,126.967680081,#관광지#교과서속여행#사직공원(서울)#산책길#산책하기#산책하기좋은곳#수도권#아이와함께#연중무휴#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
206,206,백련사(서울),서울특별시 서대문구 백련사길 170-43,37.5862038214,126.9273751252,#관광지#도심사찰#마포백련사#백련사#백련산사찰#불교#불교문화#불교사찰#사찰#사찰여행#서대문사찰#역사#자연속으로#자연환경#정토사#종교#한국불교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
207,207,백련사(서울),서울특별시 서대문구 백련사길 170-43,37.5862038214,126.9273751252,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경#전통사찰#종교#한국불교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
208,208,북악산 숙정문,서울특별시 성북구 대사관로 1(성북동) 삼청각 부근,37.5968646977,126.9834141581,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사이야기#역사탐험
209,209,아차산,서울특별시 광진구 영화사로 135,37.5529441189,127.0998297997,#관광지#등산#산#서울해맞이#서울해맞이명소#수도권#아차산#아차산둘레길#자연#자연좋은곳#자연풍경#자연환경#전망좋은곳
210,210,청담패션거리,서울특별시 강남구 청담동일대,37.5259073966,127.0457632671,#관광지#남녀노소#문화예술#복합문화공간#수도권#연인과함께#영도해양문화공간#예술거리#청담패션#청담패션거리#체험#친구와함께#커플데이트
211,211,만해한용운심우장,서울특별시 성북구 성북로29길 24(성북동),37.5936180016,126.991669053,#가족과함께#관광지#아이와함께#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적지#역사이야기#역사탐방#역사탐험
212,212,상허이태준가옥(수연산방),서울특별시 성북구 성북로26길 8(성북동),37.5950623345,126.9947965053,#관광지#문화재#상허이태준가옥#성북동이태준가옥#성북동찻집#성북수연산방#수도권#수연산방#역사#역사공부#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#이태준가옥
213,213,불국사,서울특별시 강남구 광평로10길 30-71(일원동),37.4775996438,127.0750814116,#강남구사찰#관광지#대모산#대모산사찰#불교#불교문화#불국사#사찰#사찰여행#서울불국사#수도권#역사#역사속#역사속으로#역사이야기#역사탐험#전통사찰#종교#한국불교#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
214,214,능인선원,서울특별시 강남구 양재대로 340(개포동),37.4717304764,127.0526058449,#관광지#능인선원#대한불고조계종#불교#불교문화#사찰#사찰여행#수도권#역사#자연환경#전통사찰#종교#포교사찰#한국불교#휴식여행#휴식하기좋은곳
215,215,영등포근린공원,서울특별시 영등포구 신길로 275(영등포동),37.51531732,126.9108425219,#가족여행#걷기길#관광지#데이트코스#도심여행#사계절#산책길#산책하기#산책하기좋은곳#수도권#연인과함께#영등포OB맥주부지#영등포공원#영등포문화예술회관#휴식공간#휴식여행#휴식하기#휴식하기좋은곳
216,216,경희궁 흥화문,서울특별시 종로구 새문안로 55(신문로2가),37.570481432,126.9710493661,#19_20한국관광100선#가족여행#경희궁흥화문#고궁#관광지#교과서속여행#사계절#수도권#아이와함께#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사이야기#역사탐방#역사탐험#체험학습
217,217,낙선재,서울특별시 종로구 율곡로 99(와룡동),37.5786003366,126.993544308,#가족여행#고궁#관광지#교과서속여행#낙선재#사계절#수도권#아이와함께#역사#역사공부#역사관광지#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#체험학습#한옥&전통가옥
218,218,창덕궁 인정문,서울특별시 종로구 율곡로 99,37.5787974932,126.9911806294,#19_20한국관광100선#19_20한국관광100선#가족여행#고궁#관광지#교과서속여행#사계절#수도권#아이와함께#역사#역사공부#역사관광#역사관광지#역사를품은곳#역사문화재#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐험#창덕궁인정문#체험학습
219,219,창경궁 홍화문,서울특별시 종로구 창경궁로 185(와룡동),37.5776782272,126.9938554166,#19_20한국관광100선#가족여행#고궁#관광지#교과서속여행#사계절#수도권#아이와함께#역사#역사공부#역사관광#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사이야기#역사탐방#역사탐험#창경궁홍화문#체험학습
220,220,국제선센터,서울특별시 양천구 목동동로 167(신정동),37.5207742914,126.8700849711,#가족여행#가족체험여행#관광지#국제선센터#불교국제센터#사계절#연인과함께#외국어해설#이색체험#자연좋은곳#조계종교육도량#조계종국세선센터#체험#체험학습#친구와함께#친환경여행#한옥&전통가옥#힐링
221,221,3.1독립선언기념탑,서울특별시 서대문구 통일로 251,37.5745084649,126.9556062153,#3.1독립선언기념탑#관광지#사계절#수도권#아이와함께#역사공부#역사관광지#역사를품은곳#역사속#역사속으로#역사여행#역사이야기#역사탐방#역사탐험#체험학습#친구와함께
222,222,경찰혼,서울특별시 영등포구 국회대로 608(당산동3가),37.5263408571,126.9006431406,#경찰#경찰서#경찰혼#관광지#사계절#수도권#아이와함께#역사를품은곳#역사속#역사속으로#역사이야기#역사탐험#체험학습#추모비#친구와함께
223,223,고당조만식선생동상,서울특별시 광진구 능동로 216(능동) 서울어린이대공원 내,37.5500801547,127.0771625,#고당조만식#공원내동상#관광지#독립#독립운동#독립운동가#독립운동가동상#서울어린이대공원#역사#역사공부#역사관광지#역사를품은곳#역사문화#역사문화재#역사속#역사여행#역사이야기#역사탐방#역사탐험#일제시대#전통역사#조만식동상
224,224,남강이승훈선생동상,서울특별시 광진구 능동로 216(능동) 서울어린이대공원 내,37.54883584,127.0763931608,#관광지#국가보훈처#서울어린이대공원#아이와함께#역사공부#역사관광#역사관광지#역사를품은곳#역사문화#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사적#역사탐방#역사탐험#오산중고등학교#오산중고등학교설립자#이승훈선생
225,225,독립관,서울특별시 서대문구 통일로 251(현저동),37.5730642335,126.9581338041,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기
226,226,백마고지 3용사의 상,서울특별시 광진구 능동로 216,37.54883584,127.0763931608,#관광지#광진구충혼비#백마고지3용사의상#서울어린이대공원#수도권#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사이야기#역사탐방#역사탐험#참전기념시설물#현충시설
227,227,서울학도병참전기념비,서울특별시 용산구 두텁바위로 60(용산동2가),37.5451539751,126.9797409572,#관광지#애국심#애국정신#애국지사#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사이야기#역사탐방#역사탐험#전쟁역사#학도병#한국전쟁#호국정신
228,228,송재서재필선생상,서울특별시 서대문구 통일로 251,37.5745084649,126.9556062153,#3·1운동_100주년_여행지추천#관광지#독립공원#독립신문#독립운동#서대문독립공원#아이와함께#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사이야기#역사탐방#역사탐험#일제시대
229,229,순국선열추념탑,서울특별시 서대문구 독립문공원길 80(현저동),37.572925314,126.9555284897,#관광지#사계절#수도권#순국선열추념탑#아이와함께#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#체험학습#친구와함께
230,230,유관순열사상,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차)",37.5329264215,127.0677499556,#관광지#대한독립만세#류관순열사#사계절#수도권#순국처녀류관순#아이와함께#어린이대공원#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#유관순열사#유관순열사동상#유관순열사상#체험학습#친구와함께#현충시설
231,231,이탈리아의무부대 6.25전쟁 참전기념비,서울특별시 영등포구 신길로 190(신길동) 서울우신초등학교 교정 내,37.5095929986,126.9116148346,#625기념비#관광지#국가보훈처#기념비#역사#역사공부#역사관광지#역사를품은곳#역사문화#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사적#역사탐방#역사탐험#이탈리아의무부대#이태리625참전기념비#추모비#한국역사#한국전쟁#한국전쟁기념비#호국영령#호국정신
232,232,존비코올터장군상,서울특별시 광진구 능동로 216(능동) 서울어린이대공원 내,37.5493607781,127.0762931559,#관광지#사계절#서울어린이대공원#수도권#아이와함께#아차산역#어린이대공원후문#역사공부#역사관광지#역사를품은곳#역사속#역사속으로#역사여행#역사이야기#역사탐방#역사탐험#을지문덕장군동상#존비코올터장군#존비코올터장군상#체험학습#친구와함께#한국전쟁
233,233,호국충혼위령비,서울특별시 강서구 개화동로13길 56-33(개화동),37.5807272474,126.8036199031,#6월호국보훈의달#개화산#개화산둘레길#관광지#역사공부#역사관광지#역사를품은곳#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#호국공원#호국영령#호국정신#호국충혼비
234,234,강남 시티투어 (트롤리버스),서울특별시 강남구 압구정로 161,37.5269874797,127.0264344408,#가족과함께#강남시티투어#강남여행#관광지#남녀노소#버스투어#수도권#시티투어#이색체험#체험#체험프로그램#친구와함께#트롤리버스
235,235,오미요리연구소,서울특별시 동대문구 고산자로46길 22-1,37.5834200555,127.0399982713,#관광지#남녀노소#연인과함께#요리공방#요리체험#전통요리#체험#체험프로그램#쿠킹클래스#퓨전요리
236,236,초안산,"서울특별시 노원구 월계동, 도봉구 창동",37.6391108936,127.0449906758,#관광지#자연
237,237,서촌마을,서울특별시 종로구 필운대로 45,37.5781277997,126.9729684191,#23_24한국관광100선#걷기길#관광지#데이트장소추천#산책길#산책하기#산책하기좋은곳#서울#서촌마을#수도권#아이와함께#연인과함께#체험#친구와함께#커플데이트#한국관광100선#한옥마을#휴식여행#휴식하기좋은곳
238,238,서울 삼전도비,서울특별시 송파구 잠실로 148,37.5102657658,127.1011836669,#관광지#삼전도비#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사이야기#역사탐방#역사탐험
239,239,마포전차종점 3·1운동 만세 시위지,서울특별시 마포구 마포대로 20(마포동),37.5384152466,126.9449665392,#3.1운동#3·1운동_100주년_여행지추천#관광지#다보빌딩#마포전차종점3·1운동만세시위지#마포종점#만세시위지#만세운동#삼일만세운동#수도권#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐험#일제강점기유적#현충시설
240,240,맥아더 사령관 한강방어선 시찰지,서울특별시 영등포구 신길로 275(영등포동),37.5157506279,126.9122201617,#관광지#맥아더사령관한강방어선시찰지#맥아더장군#수도권#역사#역사공부#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#한강방어선#한국전쟁#현충시설
241,241,라온트래블스토리지,서울특별시 마포구 양화로 지하 188,37.5565850529,126.9279647971,#쇼핑#외국인친구에게추천#짐보관소#홍대입구역
242,242,여의천,"서울특별시 서초구 신원동, 염곡동, 양재동",37.4580458902,127.0490898847,#가족과함께#관광지#수도권#자연
243,243,자양동 양꼬치거리 (중국음식문화거리),서울특별시 광진구 자양동,37.5393839589,127.0651972268,#관광지#꼬치구이#양고기#양꼬치#음식문화#음식문화#음식문화거리#음식테마거리#체험
244,244,대림동 차이나타운,서울특별시 영등포구 디지털로37나길 21,37.4916670951,126.899949735,#관광지#맛집골목#맛집여행#맛집투어#먹자골목#수타짜장면#유명중국집#음식테마거리#중국요리#짜장면#차이나타운#체험#친구와함께
245,245,디지털 파빌리온,서울특별시 마포구 월드컵북로 396(상암동),37.5795344793,126.8897676324,#VR체험#관광지#교육프로그램#디지털파빌리온#산업관광#산업관광지#수도권#아이와함께#이색체험#첨단IT산업#체험공간#체험관광#체험교육#체험프로그램#체험학습#친구와함께
246,246,수도박물관,서울특별시 성동구 왕십리로 27(성수동1가),37.5398751565,127.0422909651,#가족여행#관광지#근대문화유산#근대산업유산#박물관#산업관광#산업관광지#수도권#수도박물관#아이와함께#역사속으로#역사이야기#전시관#체험학습
247,247,올림픽대교,서울특별시 송파구 신천동,37.532416047,127.1053604352,#88올림픽기념#건축물#관광지#다리#드라이브코스#서울야경#서울올림픽#서울올림픽대교#수도권#야간드라이브#야경#야경명소#야경여행#야경코스#연인과함께#올림픽대교#한강#한강의다리
248,248,아차산봉수대터,서울특별시 중랑구 신내동,37.6086318557,127.0866932993,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사이야기#역사탐방#역사탐험
