Attraction,Category,type,Category_Map,Good_Point,Selected_People,Participants
대림중앙시장,관광,shop_etc,만족도,친절해요,5,12
대림중앙시장,관광,shop_etc,매력도,컨셉이 독특해요,2,12
대림중앙시장,관광,shop_etc,편의,시설이 깔끔해요,2,12
대림중앙시장,관광,shop_etc,편의,주차하기 편해요,2,12
대림중앙시장,관광,shop_etc,매력도,특색 있는 제품이 많아요,2,12
대림중앙시장,관광,shop_etc,매력도,트렌디해요,2,12
대림중앙시장,관광,shop_etc,편의,먹거리가 풍부해요,1,12
대림중앙시장,관광,shop_etc,매력도,분위기가 편안해요,1,12
대림중앙시장,관광,shop_etc,편의,매장이 넓어요,1,12
대림중앙시장,관광,shop_etc,편의,종류가 다양해요,1,12
대신시장,관광,shop_etc,만족도,친절해요,36,27
대신시장,관광,shop_etc,매력도,볼거리가 많아요,12,27
대신시장,관광,shop_etc,매력도,컨셉이 독특해요,7,27
대신시장,관광,shop_etc,매력도,야시장이 잘 되어있어요,7,27
대신시장,관광,shop_etc,매력도,트렌디해요,7,27
대신시장,관광,shop_etc,편의,시설이 깔끔해요,5,27
대신시장,관광,shop_etc,편의,먹거리가 풍부해요,3,27
대신시장,관광,shop_etc,편의,편의시설이 잘 되어있어요,2,27
대신시장,관광,shop_etc,편의,주차하기 편해요,2,27
대신시장,관광,shop_etc,매력도,특색 있는 제품이 많아요,1,27
대학로,관광,history,매력도,볼거리가 많아요,7,11
대학로,관광,history,매력도,방문객이 많아요,6,11
대학로,관광,history,편의,먹거리가 풍부해요,3,11
대학로,관광,history,매력도,사진이 잘 나와요,3,11
대학로,관광,history,매력도,붐비지 않아요,3,11
대학로,관광,history,편의,관리가 잘 되어있어요,2,11
대학로,관광,history,편의,산책로가 잘 되어있어요,2,11
대학로,관광,history,매력도,뷰가 좋아요,2,11
대학로,관광,history,편의,편의시설이 잘 되어있어요,1,11
대학로,관광,history,편의,대중교통이 편해요,1,11
더벨스파 동대문현대시티아울렛점,관광,theme,만족도,친절해요,70,118
더벨스파 동대문현대시티아울렛점,관광,theme,만족도,맞춤 케어를 잘해줘요,53,118
더벨스파 동대문현대시티아울렛점,관광,theme,만족도,관리 효과가 좋아요,48,118
더벨스파 동대문현대시티아울렛점,관광,theme,매력도,분위기가 편안해요,44,118
더벨스파 동대문현대시티아울렛점,관광,theme,편의,매장이 청결해요,38,118
더벨스파 동대문현대시티아울렛점,관광,theme,만족도,시술이 꼼꼼해요,37,118
더벨스파 동대문현대시티아울렛점,관광,theme,편의,주차하기 편해요,24,118
더벨스파 동대문현대시티아울렛점,관광,theme,만족도,상담이 자세해요,18,118
더벨스파 동대문현대시티아울렛점,관광,theme,만족도,비싼 만큼 가치있어요,14,118
더벨스파 동대문현대시티아울렛점,관광,theme,만족도,가격이 합리적이에요,10,118
더벨스파 동대문현대시티아울렛점,관광,theme,편의,기구가 청결해요,7,118
더벨스파 동대문현대시티아울렛점,관광,theme,매력도,고급스러워요,2,118
더현대 서울,관광,shop_etc,편의,종류가 다양해요,1038,"2,326"
더현대 서울,관광,shop_etc,만족도,친절해요,801,"2,326"
더현대 서울,관광,shop_etc,매력도,특색 있는 제품이 많아요,678,"2,326"
더현대 서울,관광,shop_etc,편의,매장이 넓어요,607,"2,326"
더현대 서울,관광,shop_etc,만족도,품질이 좋아요,561,"2,326"
더현대 서울,관광,shop_etc,편의,시설이 깔끔해요,540,"2,326"
더현대 서울,관광,shop_etc,편의,주차하기 편해요,307,"2,326"
더현대 서울,관광,shop_etc,만족도,가성비가 좋아요,293,"2,326"
더현대 서울,관광,shop_etc,만족도,비싼 만큼 가치있어요,272,"2,326"
더현대 서울,관광,shop_etc,매력도,분위기가 편안해요,263,"2,326"
더현대 서울,관광,shop_etc,매력도,트렌디해요,155,"2,326"
더현대 서울,관광,shop_etc,매력도,고급스러워요,30,"2,326"
더현대 서울,관광,shop_etc,매력도,컨셉이 독특해요,27,"2,326"
더현대 서울,관광,shop_etc,매력도,아기자기해요,24,"2,326"
더현대 서울,관광,shop_etc,매력도,선물하기 좋아요,23,"2,326"
더현대 서울,관광,shop_etc,매력도,신상품이 많아요,21,"2,326"
더현대 서울,관광,shop_etc,편의,인테리어가 멋져요,20,"2,326"
더현대 서울,관광,shop_etc,매력도,예쁜 소품이 많아요,18,"2,326"
더현대 서울,관광,shop_etc,만족도,포장이 정성스러워요,13,"2,326"
더현대 서울,관광,shop_etc,매력도,독특한 디자인이 많아요,8,"2,326"
더현대 서울,관광,shop_etc,만족도,설명이 자세해요,7,"2,326"
더현대 서울,관광,shop_etc,매력도,사진이 잘 나와요,7,"2,326"
더현대 서울,관광,shop_etc,만족도,추천을 잘해줘요,7,"2,326"
더현대 서울,관광,shop_etc,만족도,주문제작을 잘해줘요,2,"2,326"
더현대 서울,관광,shop_etc,매력도,사이즈가 다양해요,1,"2,326"
덕수궁,관광,history,매력도,사진이 잘 나와요,312,436
덕수궁,관광,history,매력도,볼거리가 많아요,242,436
덕수궁,관광,history,편의,산책로가 잘 되어있어요,155,436
덕수궁,관광,history,편의,관리가 잘 되어있어요,135,436
덕수궁,관광,history,매력도,붐비지 않아요,117,436
덕수궁,관광,history,만족도,가격이 합리적이에요,92,436
덕수궁,관광,history,매력도,뷰가 좋아요,69,436
덕수궁,관광,history,매력도,아이와 가기 좋아요,68,436
덕수궁,관광,history,매력도,체험 프로그램이 다양해요,27,436
덕수궁,관광,history,매력도,야경이 멋져요,25,436
덕수궁,관광,history,매력도,방문객이 많아요,23,436
덕수궁,관광,history,만족도,설명이 잘 되어있어요,23,436
덕수궁,관광,history,편의,대중교통이 편해요,22,436
덕수궁,관광,history,편의,근처에 갈 곳이 많아요,16,436
덕수궁,관광,history,매력도,경관이 독특해요,11,436
덕수궁,관광,history,편의,주차하기 편해요,9,436
덕수궁,관광,history,편의,규모가 커요,8,436
덕수궁,관광,history,편의,화장실이 깨끗해요,5,436
덕수궁,관광,history,만족도,반려동물과 가기 좋아요,3,436
덕수궁,관광,history,편의,편의시설이 잘 되어있어요,2,436
덕수궁 돌담길,관광,history,편의,산책로가 잘 되어있어요,21,22
덕수궁 돌담길,관광,history,매력도,뷰가 좋아요,18,22
덕수궁 돌담길,관광,history,매력도,사진이 잘 나와요,15,22
덕수궁 돌담길,관광,history,매력도,방문객이 많아요,8,22
덕수궁 돌담길,관광,history,매력도,볼거리가 많아요,7,22
덕수궁 돌담길,관광,history,매력도,자연 경관이 좋아요,7,22
덕수궁 돌담길,관광,history,편의,대중교통이 편해요,6,22
덕수궁 돌담길,관광,history,편의,관리가 잘 되어있어요,4,22
덕수궁 돌담길,관광,history,편의,근처에 갈 곳이 많아요,4,22
덕수궁 돌담길,관광,history,매력도,조용히 쉬기 좋아요,2,22
덕수궁 돌담길,관광,history,매력도,아이와 가기 좋아요,2,22
덕수궁 돌담길,관광,history,매력도,붐비지 않아요,2,22
덕수궁 돌담길,관광,history,편의,규모가 커요,1,22
도봉산,관광,nature,매력도,뷰가 좋아요,86,71
도봉산,관광,nature,매력도,사진이 잘 나와요,56,71
도봉산,관광,nature,매력도,경관이 독특해요,42,71
도봉산,관광,nature,매력도,볼거리가 많아요,27,71
도봉산,관광,nature,편의,대중교통이 편해요,17,71
도봉산,관광,nature,매력도,방문객이 많아요,10,71
도봉산,관광,nature,편의,주차하기 편해요,8,71
도봉산,관광,nature,편의,근처에 갈 곳이 많아요,7,71
도봉산,관광,nature,매력도,붐비지 않아요,7,71
도봉산,관광,nature,편의,화장실이 깨끗해요,6,71
도봉산,관광,nature,편의,산책로가 잘 되어있어요,5,71
도봉산,관광,nature,편의,관리가 잘 되어있어요,4,71
도봉산,관광,nature,편의,코스가 길어요,2,71
도봉산,관광,nature,편의,편의시설이 잘 되어있어요,2,71
도봉산,관광,nature,매력도,조용히 쉬기 좋아요,2,71
도봉산,관광,nature,편의,먹거리가 풍부해요,1,71
도봉산,관광,nature,매력도,피크닉하기 좋아요,1,71
도봉산,관광,nature,편의,규모가 커요,1,71
도산공원,관광,nature / history,매력도,뷰가 좋아요,30,44
도산공원,관광,nature / history,편의,산책로가 잘 되어있어요,28,44
도산공원,관광,nature / history,편의,관리가 잘 되어있어요,12,44
도산공원,관광,nature / history,매력도,볼거리가 많아요,7,44
도산공원,관광,nature / history,매력도,붐비지 않아요,6,44
도산공원,관광,nature / history,매력도,사진이 잘 나와요,5,44
도산공원,관광,nature / history,편의,편의시설이 잘 되어있어요,3,44
도산공원,관광,nature / history,매력도,자연 경관이 좋아요,3,44
도산공원,관광,nature / history,편의,먹거리가 풍부해요,2,44
도산공원,관광,nature / history,매력도,조용히 쉬기 좋아요,2,44
도산공원,관광,nature / history,만족도,가격이 합리적이에요,2,44
도산공원,관광,nature / history,만족도,유익해요,2,44
도산공원,관광,nature / history,매력도,방문객이 많아요,1,44
도산공원,관광,nature / history,편의,근처에 갈 곳이 많아요,1,44
도산공원,관광,nature / history,편의,주차하기 편해요,1,44
도산공원,관광,nature / history,편의,화장실이 깨끗해요,1,44
독립문,관광,history,매력도,사진이 잘 나와요,21,36
독립문,관광,history,편의,산책로가 잘 되어있어요,17,36
독립문,관광,history,편의,관리가 잘 되어있어요,11,36
독립문,관광,history,매력도,볼거리가 많아요,10,36
독립문,관광,history,매력도,붐비지 않아요,10,36
독립문,관광,history,매력도,아이와 가기 좋아요,4,36
독립문,관광,history,편의,근처에 갈 곳이 많아요,4,36
독립문,관광,history,만족도,설명이 잘 되어있어요,3,36
독립문,관광,history,매력도,체험 프로그램이 다양해요,3,36
독립문,관광,history,만족도,가격이 합리적이에요,2,36
독립문,관광,history,편의,대중교통이 편해요,2,36
독립문,관광,history,매력도,뷰가 좋아요,2,36
독립문,관광,history,매력도,방문객이 많아요,1,36
독립문,관광,history,편의,주차하기 편해요,1,36
독립문,관광,history,만족도,반려동물과 가기 좋아요,1,36
독립문,관광,history,편의,규모가 커요,1,36
돈의문박물관마을,관광,experience,매력도,볼거리가 많아요,37,45
돈의문박물관마을,관광,experience,매력도,체험 프로그램이 다양해요,37,45
돈의문박물관마을,관광,experience,편의,관리가 잘 되어있어요,23,45
돈의문박물관마을,관광,experience,매력도,아이와 가기 좋아요,21,45
돈의문박물관마을,관광,experience,매력도,자연 경관이 좋아요,8,45
돈의문박물관마을,관광,experience,만족도,유익해요,7,45
돈의문박물관마을,관광,experience,편의,근처에 갈 곳이 많아요,6,45
돈의문박물관마을,관광,experience,매력도,사진이 잘 나와요,6,45
돈의문박물관마을,관광,experience,만족도,가격이 합리적이에요,6,45
돈의문박물관마을,관광,experience,편의,화장실이 깨끗해요,6,45
돈의문박물관마을,관광,experience,매력도,붐비지 않아요,6,45
돈의문박물관마을,관광,experience,편의,대중교통이 편해요,5,45
돈의문박물관마을,관광,experience,매력도,방문객이 많아요,2,45
돈의문박물관마을,관광,experience,만족도,친절해요,2,45
돈의문박물관마을,관광,experience,편의,규모가 커요,2,45
돈의문박물관마을,관광,experience,매력도,컨셉이 독특해요,1,45
돈의문박물관마을,관광,experience,편의,편의시설이 잘 되어있어요,1,45
돈의문박물관마을,관광,experience,매력도,피크닉하기 좋아요,1,45
돈의문박물관마을,관광,experience,편의,산책로가 잘 되어있어요,1,45
돌실나이 본사할인점,관광,shop_etc,만족도,품질이 좋아요,21,31
돌실나이 본사할인점,관광,shop_etc,만족도,친절해요,15,31
돌실나이 본사할인점,관광,shop_etc,매력도,독특한 디자인이 많아요,13,31
돌실나이 본사할인점,관광,shop_etc,만족도,가성비가 좋아요,9,31
돌실나이 본사할인점,관광,shop_etc,만족도,스타일 추천을 잘해줘요,8,31
돌실나이 본사할인점,관광,shop_etc,편의,종류가 다양해요,8,31
돌실나이 본사할인점,관광,shop_etc,매력도,분위기가 편안해요,4,31
돌실나이 본사할인점,관광,shop_etc,만족도,A/S가 세심해요,2,31
동국대학교 박물관,관광,history,만족도,유익해요,12,15
동국대학교 박물관,관광,history,매력도,체험 프로그램이 다양해요,3,15
동국대학교 박물관,관광,history,만족도,설명이 잘 되어있어요,2,15
동국대학교 박물관,관광,history,편의,공간이 넓어요,2,15
동국대학교 박물관,관광,history,매력도,전시 테마가 재밌어요,1,15
동국대학교 박물관,관광,history,매력도,아이와 가기 좋아요,1,15
동국대학교 박물관,관광,history,편의,주차하기 편해요,1,15
동국대학교 박물관,관광,history,매력도,사진이 잘 나와요,1,15
동대문역사문화공원,관광,history,매력도,뷰가 좋아요,22,56
동대문역사문화공원,관광,history,편의,관리가 잘 되어있어요,21,56
동대문역사문화공원,관광,history,매력도,볼거리가 많아요,14,56
동대문역사문화공원,관광,history,매력도,사진이 잘 나와요,12,56
동대문역사문화공원,관광,history,편의,산책로가 잘 되어있어요,12,56
동대문역사문화공원,관광,history,편의,편의시설이 잘 되어있어요,9,56
동대문역사문화공원,관광,history,편의,먹거리가 풍부해요,7,56
동대문역사문화공원,관광,history,만족도,가격이 합리적이에요,7,56
동대문역사문화공원,관광,history,매력도,방문객이 많아요,5,56
동대문역사문화공원,관광,history,매력도,체험 프로그램이 다양해요,5,56
동대문역사문화공원,관광,history,편의,주차하기 편해요,4,56
동대문역사문화공원,관광,history,매력도,컨셉이 독특해요,2,56
동대문역사문화공원,관광,history,매력도,붐비지 않아요,2,56
동대문역사문화공원,관광,history,만족도,유익해요,1,56
동대문종합시장,관광,shop_etc,편의,주차하기 편해요,17,41
동대문종합시장,관광,shop_etc,편의,종류가 다양해요,12,41
동대문종합시장,관광,shop_etc,만족도,친절해요,11,41
동대문종합시장,관광,shop_etc,만족도,가성비가 좋아요,7,41
동대문종합시장,관광,shop_etc,매력도,특색 있는 제품이 많아요,7,41
동대문종합시장,관광,shop_etc,편의,시설이 깔끔해요,5,41
동대문종합시장,관광,shop_etc,만족도,품질이 좋아요,5,41
동대문종합시장,관광,shop_etc,매력도,볼거리가 많아요,4,41
동대문종합시장,관광,shop_etc,편의,매장이 넓어요,2,41
동대문종합시장,관광,shop_etc,매력도,컨셉이 독특해요,1,41
동대문종합시장,관광,shop_etc,매력도,방문객이 많아요,1,41
동대문종합시장,관광,shop_etc,만족도,비싼 만큼 가치있어요,1,41
동대문종합시장,관광,shop_etc,매력도,트렌디해요,1,41
동림매듭공방,관광,history,만족도,유익해요,10,15
동림매듭공방,관광,history,매력도,체험 프로그램이 다양해요,8,15
동림매듭공방,관광,history,매력도,전시 구성이 알차요,6,15
동림매듭공방,관광,history,만족도,가격이 합리적이에요,4,15
동림매듭공방,관광,history,매력도,전시 테마가 재밌어요,3,15
동림매듭공방,관광,history,매력도,아이와 가기 좋아요,3,15
동림매듭공방,관광,history,만족도,설명이 잘 되어있어요,2,15
동림매듭공방,관광,history,매력도,사진이 잘 나와요,1,15
동림매듭공방,관광,history,편의,공간이 넓어요,1,15
두타몰,관광,shop_etc,만족도,가성비가 좋아요,47,202
두타몰,관광,shop_etc,편의,종류가 다양해요,37,202
두타몰,관광,shop_etc,만족도,친절해요,36,202
두타몰,관광,shop_etc,만족도,품질이 좋아요,27,202
두타몰,관광,shop_etc,매력도,특색 있는 제품이 많아요,23,202
두타몰,관광,shop_etc,편의,매장이 넓어요,15,202
두타몰,관광,shop_etc,매력도,분위기가 편안해요,13,202
두타몰,관광,shop_etc,편의,주차하기 편해요,13,202
두타몰,관광,shop_etc,만족도,비싼 만큼 가치있어요,12,202
두타몰,관광,shop_etc,편의,시설이 깔끔해요,10,202
두타몰,관광,shop_etc,매력도,트렌디해요,4,202
두타몰,관광,shop_etc,매력도,고급스러워요,2,202
두타몰,관광,shop_etc,매력도,신상품이 많아요,2,202
두타몰,관광,shop_etc,만족도,추천을 잘해줘요,1,202
둘리뮤지엄,관광,culture,매력도,아이와 가기 좋아요,225,407
둘리뮤지엄,관광,culture,만족도,유익해요,193,407
둘리뮤지엄,관광,culture,매력도,전시 테마가 재밌어요,139,407
둘리뮤지엄,관광,culture,매력도,전시 구성이 알차요,121,407
둘리뮤지엄,관광,culture,만족도,가격이 합리적이에요,118,407
둘리뮤지엄,관광,culture,매력도,체험 프로그램이 다양해요,115,407
둘리뮤지엄,관광,culture,편의,주차하기 편해요,57,407
둘리뮤지엄,관광,culture,편의,공간이 넓어요,50,407
둘리뮤지엄,관광,culture,만족도,설명이 잘 되어있어요,46,407
둘리뮤지엄,관광,culture,매력도,사진이 잘 나와요,36,407
둘리뮤지엄,관광,culture,매력도,컨셉이 독특해요,2,407
둘리뮤지엄,관광,culture,편의,화장실이 깨끗해요,1,407
둘리뮤지엄,관광,culture,매력도,뷰가 좋아요,1,407
디타워 (replace 광화문),관광,shop_etc,만족도,친절해요,5,14
디타워 (replace 광화문),관광,shop_etc,편의,주차하기 편해요,3,14
디타워 (replace 광화문),관광,shop_etc,만족도,가성비가 좋아요,3,14
디타워 (replace 광화문),관광,shop_etc,만족도,품질이 좋아요,3,14
디타워 (replace 광화문),관광,shop_etc,매력도,분위기가 편안해요,2,14
디타워 (replace 광화문),관광,shop_etc,편의,종류가 다양해요,2,14
디타워 (replace 광화문),관광,shop_etc,편의,시설이 깔끔해요,1,14
디타워 (replace 광화문),관광,shop_etc,매력도,고급스러워요,1,14
디타워 (replace 광화문),관광,shop_etc,매력도,예쁜 소품이 많아요,1,14
디타워 (replace 광화문),관광,shop_etc,매력도,특색 있는 제품이 많아요,1,14
디타워 (replace 광화문),관광,shop_etc,편의,매장이 넓어요,1,14
디타워 (replace 광화문),관광,shop_etc,매력도,트렌디해요,1,14
때때롯살롱,관광,shop_etc,만족도,친절해요,181,270
때때롯살롱,관광,shop_etc,만족도,품질이 좋아요,164,270
때때롯살롱,관광,shop_etc,매력도,독특한 디자인이 많아요,163,270
때때롯살롱,관광,shop_etc,편의,종류가 다양해요,137,270
때때롯살롱,관광,shop_etc,매력도,분위기가 편안해요,93,270
때때롯살롱,관광,shop_etc,만족도,스타일 추천을 잘해줘요,78,270
때때롯살롱,관광,shop_etc,만족도,가성비가 좋아요,52,270
때때롯살롱,관광,shop_etc,매력도,특색 있는 제품이 많아요,13,270
때때롯살롱,관광,shop_etc,매력도,고급스러워요,12,270
때때롯살롱,관광,shop_etc,편의,맞춤 제작을 잘해요,8,270
때때롯살롱,관광,shop_etc,만족도,A/S가 세심해요,7,270
때때롯살롱,관광,shop_etc,매력도,트렌디해요,7,270
때때롯살롱,관광,shop_etc,매력도,컨셉이 독특해요,6,270
때때롯살롱,관광,shop_etc,편의,시설이 깔끔해요,5,270
때때롯살롱,관광,shop_etc,매력도,선물하기 좋아요,4,270
때때롯살롱,관광,shop_etc,만족도,비싼 만큼 가치있어요,4,270
때때롯살롱,관광,shop_etc,매력도,사이즈가 다양해요,4,270
때때롯살롱,관광,shop_etc,편의,매장이 넓어요,3,270
때때롯살롱,관광,shop_etc,편의,주차하기 편해요,1,270
레치키치 스튜디오,관광,experience,만족도,친절해요,1888,"2,225"
레치키치 스튜디오,관광,experience,만족도,보정을 꼼꼼하게 해줘요,1740,"2,225"
레치키치 스튜디오,관광,experience,만족도,자연스럽게 연출해줘요,1440,"2,225"
레치키치 스튜디오,관광,experience,편의,세트장 구성이 다양해요,1327,"2,225"
레치키치 스튜디오,관광,experience,편의,소품이 다양해요,1289,"2,225"
레치키치 스튜디오,관광,experience,편의,시설이 깔끔해요,772,"2,225"
레치키치 스튜디오,관광,experience,편의,파우더룸이 잘 되어있어요,755,"2,225"
레치키치 스튜디오,관광,experience,만족도,가격이 합리적이에요,441,"2,225"
레치키치 스튜디오,관광,experience,매력도,분위기가 편안해요,111,"2,225"
레치키치 스튜디오,관광,experience,매력도,사진 컨셉이 다양해요,56,"2,225"
레치키치 스튜디오,관광,experience,매력도,다양하게 연출하기 좋아요,53,"2,225"
레치키치 스튜디오,관광,experience,편의,주차하기 편해요,26,"2,225"
레치키치 스튜디오,관광,experience,편의,인테리어가 멋져요,21,"2,225"
레치키치 스튜디오,관광,experience,매력도,컨셉이 독특해요,17,"2,225"
레치키치 스튜디오,관광,experience,만족도,비싼 만큼 가치있어요,6,"2,225"
레치키치 스튜디오,관광,experience,편의,예쁜 아기 의상이 많아요,5,"2,225"
레치키치 스튜디오,관광,experience,매력도,채광이 좋아요,3,"2,225"
레치키치 스튜디오,관광,experience,매력도,아이와 가기 좋아요,1,"2,225"
롯데백화점 본점 에비뉴엘,관광,shop_etc,만족도,친절해요,251,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,편의,종류가 다양해요,196,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,만족도,품질이 좋아요,191,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,매력도,특색 있는 제품이 많아요,127,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,편의,시설이 깔끔해요,116,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,만족도,비싼 만큼 가치있어요,102,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,만족도,가성비가 좋아요,98,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,편의,매장이 넓어요,89,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,매력도,분위기가 편안해요,70,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,편의,주차하기 편해요,67,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,매력도,트렌디해요,8,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,매력도,고급스러워요,4,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,매력도,선물하기 좋아요,3,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,매력도,신상품이 많아요,3,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,매력도,컨셉이 독특해요,2,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,만족도,포장이 정성스러워요,2,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,매력도,사진이 잘 나와요,2,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,만족도,A/S가 세심해요,1,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,매력도,아기자기해요,1,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,매력도,독특한 디자인이 많아요,1,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,만족도,설명이 자세해요,1,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,매력도,예쁜 소품이 많아요,1,683
롯데백화점 본점 에비뉴엘,관광,shop_etc,만족도,추천을 잘해줘요,1,683
롯데아울렛 서울역점,관광,shop_etc,만족도,가성비가 좋아요,547,"1,171"
롯데아울렛 서울역점,관광,shop_etc,편의,종류가 다양해요,455,"1,171"
롯데아울렛 서울역점,관광,shop_etc,만족도,친절해요,378,"1,171"
롯데아울렛 서울역점,관광,shop_etc,만족도,품질이 좋아요,349,"1,171"
롯데아울렛 서울역점,관광,shop_etc,편의,매장이 넓어요,244,"1,171"
롯데아울렛 서울역점,관광,shop_etc,편의,시설이 깔끔해요,175,"1,171"
롯데아울렛 서울역점,관광,shop_etc,매력도,특색 있는 제품이 많아요,156,"1,171"
롯데아울렛 서울역점,관광,shop_etc,편의,주차하기 편해요,122,"1,171"
롯데아울렛 서울역점,관광,shop_etc,매력도,분위기가 편안해요,102,"1,171"
롯데아울렛 서울역점,관광,shop_etc,만족도,비싼 만큼 가치있어요,75,"1,171"
롯데아울렛 서울역점,관광,shop_etc,매력도,트렌디해요,11,"1,171"
롯데아울렛 서울역점,관광,shop_etc,매력도,신상품이 많아요,7,"1,171"
롯데아울렛 서울역점,관광,shop_etc,만족도,추천을 잘해줘요,7,"1,171"
롯데아울렛 서울역점,관광,shop_etc,만족도,설명이 자세해요,3,"1,171"
롯데아울렛 서울역점,관광,shop_etc,매력도,고급스러워요,3,"1,171"
롯데아울렛 서울역점,관광,shop_etc,매력도,아기자기해요,1,"1,171"
롯데아울렛 서울역점,관광,shop_etc,매력도,독특한 디자인이 많아요,1,"1,171"
롯데아울렛 서울역점,관광,shop_etc,매력도,사이즈가 다양해요,1,"1,171"
롯데월드 민속박물관,관광,history / experience / theme,만족도,유익해요,748,"1,097"
롯데월드 민속박물관,관광,history / experience / theme,매력도,전시 구성이 알차요,560,"1,097"
롯데월드 민속박물관,관광,history / experience / theme,만족도,가격이 합리적이에요,468,"1,097"
롯데월드 민속박물관,관광,history / experience / theme,매력도,아이와 가기 좋아요,437,"1,097"
롯데월드 민속박물관,관광,history / experience / theme,매력도,전시 테마가 재밌어요,298,"1,097"
롯데월드 민속박물관,관광,history / experience / theme,매력도,체험 프로그램이 다양해요,245,"1,097"
롯데월드 민속박물관,관광,history / experience / theme,만족도,설명이 잘 되어있어요,238,"1,097"
롯데월드 민속박물관,관광,history / experience / theme,편의,공간이 넓어요,227,"1,097"
롯데월드 민속박물관,관광,history / experience / theme,편의,주차하기 편해요,122,"1,097"
롯데월드 민속박물관,관광,history / experience / theme,매력도,사진이 잘 나와요,80,"1,097"
롯데월드 민속박물관,관광,history / experience / theme,편의,화장실이 깨끗해요,6,"1,097"
롯데월드 민속박물관,관광,history / experience / theme,매력도,컨셉이 독특해요,5,"1,097"
롯데월드 아이스링크(실내),관광,experience,만족도,안전하게 관리해요,1936,"4,979"
롯데월드 아이스링크(실내),관광,experience,편의,편의시설이 잘 되어있어요,1787,"4,979"
롯데월드 아이스링크(실내),관광,experience,편의,휴게공간이 잘 되어있어요,1595,"4,979"
롯데월드 아이스링크(실내),관광,experience,만족도,친절해요,1342,"4,979"
롯데월드 아이스링크(실내),관광,experience,편의,규모가 커요,1336,"4,979"
롯데월드 아이스링크(실내),관광,experience,편의,대여장비 상태가 좋아요,1128,"4,979"
롯데월드 아이스링크(실내),관광,experience,만족도,예약이 편리해요,1081,"4,979"
롯데월드 아이스링크(실내),관광,experience,만족도,가격이 합리적이에요,559,"4,979"
롯데월드 아이스링크(실내),관광,experience,편의,주차하기 편해요,497,"4,979"
롯데월드 아이스링크(실내),관광,experience,매력도,강습 받기 좋아요,181,"4,979"
롯데월드 아이스링크(실내),관광,experience,만족도,맞춤 지도를 잘해줘요,1,"4,979"
롯데월드 아쿠아리움,관광,theme,매력도,볼거리가 많아요,6630,"9,496"
롯데월드 아쿠아리움,관광,theme,편의,관리가 잘 되어있어요,4791,"9,496"
롯데월드 아쿠아리움,관광,theme,편의,규모가 커요,4649,"9,496"
롯데월드 아쿠아리움,관광,theme,매력도,사진이 잘 나와요,2386,"9,496"
롯데월드 아쿠아리움,관광,theme,편의,주차하기 편해요,2139,"9,496"
롯데월드 아쿠아리움,관광,theme,만족도,설명이 잘 되어있어요,1314,"9,496"
롯데월드 아쿠아리움,관광,theme,매력도,체험 프로그램이 다양해요,1136,"9,496"
롯데월드 아쿠아리움,관광,theme,만족도,가격이 합리적이에요,996,"9,496"
롯데월드 아쿠아리움,관광,theme,매력도,공연이 재밌어요,793,"9,496"
롯데월드 아쿠아리움,관광,theme,편의,화장실이 깨끗해요,258,"9,496"
롯데월드 아쿠아리움,관광,theme,매력도,뷰가 좋아요,78,"9,496"
롯데월드 아쿠아리움,관광,theme,편의,인테리어가 멋져요,68,"9,496"
롯데월드 아쿠아리움,관광,theme,매력도,컨셉이 독특해요,50,"9,496"
롯데월드 아쿠아리움,관광,theme,편의,먹거리가 풍부해요,30,"9,496"
롯데월드 아쿠아리움,관광,theme,매력도,피크닉하기 좋아요,21,"9,496"
롯데월드 아쿠아리움,관광,theme,편의,야외 공간이 멋져요,13,"9,496"
롯데월드 아쿠아리움,관광,theme,만족도,반려동물과 가기 좋아요,5,"9,496"
롯데월드 어드벤처,관광,theme,매력도,놀이기구가 다양해요,9074,"15,214"
롯데월드 어드벤처,관광,theme,매력도,볼거리가 많아요,8780,"15,214"
롯데월드 어드벤처,관광,theme,매력도,아이와 가기 좋아요,4569,"15,214"
롯데월드 어드벤처,관광,theme,편의,먹거리가 풍부해요,4209,"15,214"
롯데월드 어드벤처,관광,theme,매력도,사진이 잘 나와요,4008,"15,214"
