tourist_spot,목록,good_point,selected_people
뮤직컴플렉스 서울,"카페,디저트","""룸이 잘 되어있어요""",2
뮤직컴플렉스 서울,"카페,디저트","""혼술하기 좋아요""",1
뮤직컴플렉스 서울,"카페,디저트","""음식이 빨리 나와요""",1
뮤직컴플렉스 서울,"카페,디저트","""종류가 다양해요""",1
또순이네집,소고기구이,"""음식이 맛있어요""",2709
또순이네집,소고기구이,"""가성비가 좋아요""",838
또순이네집,소고기구이,"""매장이 넓어요""",687
또순이네집,소고기구이,"""특별한 메뉴가 있어요""",606
또순이네집,소고기구이,"""양이 많아요""",560
또순이네집,소고기구이,"""친절해요""",459
또순이네집,소고기구이,"""고기 질이 좋아요""",370
또순이네집,소고기구이,"""재료가 신선해요""",346
또순이네집,소고기구이,"""단체모임 하기 좋아요""",303
또순이네집,소고기구이,"""주차하기 편해요""",266
또순이네집,소고기구이,"""혼밥하기 좋아요""",153
또순이네집,소고기구이,"""매장이 청결해요""",85
또순이네집,소고기구이,"""특별한 날 가기 좋아요""",60
또순이네집,소고기구이,"""음식이 빨리 나와요""",40
또순이네집,소고기구이,"""인테리어가 멋져요""",28
또순이네집,소고기구이,"""화장실이 깨끗해요""",22
또순이네집,소고기구이,"""직접 잘 구워줘요""",20
또순이네집,소고기구이,"""건강한 맛이에요""",19
또순이네집,소고기구이,"""잡내가 적어요""",13
또순이네집,소고기구이,"""뷰가 좋아요""",12
또순이네집,소고기구이,"""비싼 만큼 가치있어요""",5
또순이네집,소고기구이,"""컨셉이 독특해요""",3
또순이네집,소고기구이,"""아늑해요""",1
또순이네집,소고기구이,"""메뉴 구성이 알차요""",1
또순이네집,소고기구이,"""룸이 잘 되어있어요""",1
또순이네집,소고기구이,"""반찬이 잘 나와요""",1
또순이네집,소고기구이,"""환기가 잘 돼요""",1
우묵배미,돼지고기구이,"""음식이 맛있어요""",113
우묵배미,돼지고기구이,"""친절해요""",46
우묵배미,돼지고기구이,"""매장이 넓어요""",45
우묵배미,돼지고기구이,"""단체모임 하기 좋아요""",27
우묵배미,돼지고기구이,"""양이 많아요""",21
우묵배미,돼지고기구이,"""고기 질이 좋아요""",20
우묵배미,돼지고기구이,"""가성비가 좋아요""",19
우묵배미,돼지고기구이,"""매장이 청결해요""",18
우묵배미,돼지고기구이,"""재료가 신선해요""",15
우묵배미,돼지고기구이,"""혼밥하기 좋아요""",13
우묵배미,돼지고기구이,"""특별한 메뉴가 있어요""",9
우묵배미,돼지고기구이,"""인테리어가 멋져요""",3
우묵배미,돼지고기구이,"""주차하기 편해요""",3
우묵배미,돼지고기구이,"""화장실이 깨끗해요""",2
우묵배미,돼지고기구이,"""음식이 빨리 나와요""",1
우묵배미,돼지고기구이,"""특별한 날 가기 좋아요""",1
우묵배미,돼지고기구이,"""건강한 맛이에요""",1
우묵배미,돼지고기구이,"""뷰가 좋아요""",1
영등포청과시장,시장,"""친절해요""",13
영등포청과시장,시장,"""품질이 좋아요""",4
영등포청과시장,시장,"""가성비가 좋아요""",2
영등포청과시장,시장,"""특색 있는 제품이 많아요""",2
영등포청과시장,시장,"""종류가 다양해요""",2
영등포청과시장,시장,"""볼거리가 많아요""",1
영등포청과시장,시장,"""컨셉이 독특해요""",1
영등포청과시장,시장,"""분위기가 편안해요""",1
영등포청과시장,시장,"""야시장이 잘 되어있어요""",1
영등포청과시장,시장,"""주차하기 편해요""",1
영등포청과시장,시장,"""비싼 만큼 가치있어요""",1
영등포청과시장,시장,"""트렌디해요""",1
보라매공원,근린공원,"""뷰가 좋아요""",376
보라매공원,근린공원,"""관리가 잘 되어있어요""",323
보라매공원,근린공원,"""산책로가 잘 되어있어요""",310
보라매공원,근린공원,"""사진이 잘 나와요""",140
보라매공원,근린공원,"""먹거리가 풍부해요""",108
보라매공원,근린공원,"""가격이 합리적이에요""",104
보라매공원,근린공원,"""편의시설이 잘 되어있어요""",102
보라매공원,근린공원,"""볼거리가 많아요""",97
보라매공원,근린공원,"""주차하기 편해요""",74
보라매공원,근린공원,"""방문객이 많아요""",53
보라매공원,근린공원,"""붐비지 않아요""",29
보라매공원,근린공원,"""체험 프로그램이 다양해요""",17
보라매공원,근린공원,"""자연 경관이 좋아요""",14
보라매공원,근린공원,"""반려동물과 가기 좋아요""",11
보라매공원,근린공원,"""규모가 커요""",10
보라매공원,근린공원,"""아이와 가기 좋아요""",7
보라매공원,근린공원,"""근처에 갈 곳이 많아요""",6
보라매공원,근린공원,"""피크닉하기 좋아요""",5
보라매공원,근린공원,"""조용히 쉬기 좋아요""",4
보라매공원,근린공원,"""대중교통이 편해요""",3
보라매공원,근린공원,"""화장실이 깨끗해요""",1
청계산,돼지고기구이,"""뷰가 좋아요""",46
청계산,돼지고기구이,"""사진이 잘 나와요""",28
청계산,돼지고기구이,"""대중교통이 편해요""",14
청계산,돼지고기구이,"""산책로가 잘 되어있어요""",14
청계산,돼지고기구이,"""경관이 독특해요""",12
청계산,돼지고기구이,"""주차하기 편해요""",11
청계산,돼지고기구이,"""볼거리가 많아요""",10
청계산,돼지고기구이,"""근처에 갈 곳이 많아요""",10
청계산,돼지고기구이,"""붐비지 않아요""",9
청계산,돼지고기구이,"""방문객이 많아요""",7
청계산,돼지고기구이,"""피크닉하기 좋아요""",5
청계산,돼지고기구이,"""코스가 길어요""",3
청계산,돼지고기구이,"""관리가 잘 되어있어요""",3
청계산,돼지고기구이,"""조용히 쉬기 좋아요""",3
청계산,돼지고기구이,"""편의시설이 잘 되어있어요""",2
청계산,돼지고기구이,"""먹거리가 풍부해요""",2
청계산,돼지고기구이,"""반려동물과 가기 좋아요""",2
청계산,돼지고기구이,"""화장실이 깨끗해요""",2
호텔 카푸치노,3성급,"""깨끗해요""",70
호텔 카푸치노,3성급,"""친절해요""",70
호텔 카푸치노,3성급,"""침구가 좋아요""",62
호텔 카푸치노,3성급,"""조용히 쉬기 좋아요""",54
호텔 카푸치노,3성급,"""뷰가 좋아요""",45
호텔 카푸치노,3성급,"""호캉스하기 좋아요""",41
호텔 카푸치노,3성급,"""대중교통이 편해요""",28
호텔 카푸치노,3성급,"""냉난방이 잘돼요""",28
호텔 카푸치노,3성급,"""인테리어가 멋져요""",21
호텔 카푸치노,3성급,"""방음이 잘돼요""",13
호텔 카푸치노,3성급,"""조식이 맛있어요""",12
호텔 카푸치노,3성급,"""사진이 잘 나와요""",12
호텔 카푸치노,3성급,"""주차하기 편해요""",8
호텔 카푸치노,3성급,"""컨셉이 독특해요""",5
호텔 카푸치노,3성급,"""즐길 거리가 많아요""",4
호텔 카푸치노,3성급,"""가성비가 좋아요""",2
호텔 카푸치노,3성급,"""편의시설이 잘 되어있어요""",1
호텔 카푸치노,3성급,"""근처에 갈 곳이 많아요""",1
호텔 카푸치노,3성급,"""벌레 걱정 없어요""",1
호텔 카푸치노,3성급,"""반려동물과 가기 좋아요""",1
한강시민공원 망원지구(망원한강공원),시민공원,"""뷰가 좋아요""",109
한강시민공원 망원지구(망원한강공원),시민공원,"""산책로가 잘 되어있어요""",55
한강시민공원 망원지구(망원한강공원),시민공원,"""사진이 잘 나와요""",45
한강시민공원 망원지구(망원한강공원),시민공원,"""관리가 잘 되어있어요""",26
한강시민공원 망원지구(망원한강공원),시민공원,"""볼거리가 많아요""",21
한강시민공원 망원지구(망원한강공원),시민공원,"""방문객이 많아요""",18
한강시민공원 망원지구(망원한강공원),시민공원,"""편의시설이 잘 되어있어요""",18
한강시민공원 망원지구(망원한강공원),시민공원,"""주차하기 편해요""",16
한강시민공원 망원지구(망원한강공원),시민공원,"""붐비지 않아요""",13
한강시민공원 망원지구(망원한강공원),시민공원,"""가격이 합리적이에요""",8
한강시민공원 망원지구(망원한강공원),시민공원,"""먹거리가 풍부해요""",7
한강시민공원 망원지구(망원한강공원),시민공원,"""자연 경관이 좋아요""",6
한강시민공원 망원지구(망원한강공원),시민공원,"""반려동물과 가기 좋아요""",3
한강시민공원 망원지구(망원한강공원),시민공원,"""피크닉하기 좋아요""",3
한강시민공원 망원지구(망원한강공원),시민공원,"""화장실이 깨끗해요""",2
한강시민공원 망원지구(망원한강공원),시민공원,"""조용히 쉬기 좋아요""",1
한강시민공원 망원지구(망원한강공원),시민공원,"""아이와 가기 좋아요""",1
한강시민공원 망원지구(망원한강공원),시민공원,"""근처에 갈 곳이 많아요""",1
한강시민공원 망원지구(망원한강공원),시민공원,"""규모가 커요""",1
국립한글박물관,박물관,"""유익해요""",149
국립한글박물관,박물관,"""주차하기 편해요""",83
국립한글박물관,박물관,"""전시 구성이 알차요""",79
국립한글박물관,박물관,"""전시 테마가 재밌어요""",57
국립한글박물관,박물관,"""아이와 가기 좋아요""",50
국립한글박물관,박물관,"""체험 프로그램이 다양해요""",47
국립한글박물관,박물관,"""설명이 잘 되어있어요""",39
국립한글박물관,박물관,"""가격이 합리적이에요""",38
국립한글박물관,박물관,"""공간이 넓어요""",29
국립한글박물관,박물관,"""사진이 잘 나와요""",11
토속촌삼계탕,"백숙,삼계탕","""음식이 맛있어요""",4202
토속촌삼계탕,"백숙,삼계탕","""매장이 넓어요""",1403
토속촌삼계탕,"백숙,삼계탕","""특별한 메뉴가 있어요""",741
토속촌삼계탕,"백숙,삼계탕","""친절해요""",643
토속촌삼계탕,"백숙,삼계탕","""양이 많아요""",541
토속촌삼계탕,"백숙,삼계탕","""재료가 신선해요""",514
토속촌삼계탕,"백숙,삼계탕","""단체모임 하기 좋아요""",480
토속촌삼계탕,"백숙,삼계탕","""주차하기 편해요""",373
토속촌삼계탕,"백숙,삼계탕","""인테리어가 멋져요""",277
토속촌삼계탕,"백숙,삼계탕","""특별한 날 가기 좋아요""",260
토속촌삼계탕,"백숙,삼계탕","""매장이 청결해요""",249
토속촌삼계탕,"백숙,삼계탕","""고기 질이 좋아요""",243
토속촌삼계탕,"백숙,삼계탕","""가성비가 좋아요""",174
토속촌삼계탕,"백숙,삼계탕","""혼밥하기 좋아요""",139
토속촌삼계탕,"백숙,삼계탕","""화장실이 깨끗해요""",97
토속촌삼계탕,"백숙,삼계탕","""건강한 맛이에요""",76
토속촌삼계탕,"백숙,삼계탕","""뷰가 좋아요""",51
토속촌삼계탕,"백숙,삼계탕","""음식이 빨리 나와요""",47
토속촌삼계탕,"백숙,삼계탕","""잡내가 적어요""",29
토속촌삼계탕,"백숙,삼계탕","""비싼 만큼 가치있어요""",16
토속촌삼계탕,"백숙,삼계탕","""직접 잘 구워줘요""",6
토속촌삼계탕,"백숙,삼계탕","""반찬이 잘 나와요""",5
토속촌삼계탕,"백숙,삼계탕","""컨셉이 독특해요""",4
토속촌삼계탕,"백숙,삼계탕","""아늑해요""",3
토속촌삼계탕,"백숙,삼계탕","""아이와 가기 좋아요""",3
토속촌삼계탕,"백숙,삼계탕","""메뉴 구성이 알차요""",2
토속촌삼계탕,"백숙,삼계탕","""룸이 잘 되어있어요""",2
토속촌삼계탕,"백숙,삼계탕","""차분한 분위기에요""",1
토속촌삼계탕,"백숙,삼계탕","""코스요리가 알차요""",1
토속촌삼계탕,"백숙,삼계탕","""야외 공간이 멋져요""",1
토속촌삼계탕,"백숙,삼계탕","""환기가 잘 돼요""",1
허준박물관,박물관,"""유익해요""",30
허준박물관,박물관,"""전시 구성이 알차요""",17
허준박물관,박물관,"""체험 프로그램이 다양해요""",14
허준박물관,박물관,"""설명이 잘 되어있어요""",10
허준박물관,박물관,"""주차하기 편해요""",9
허준박물관,박물관,"""가격이 합리적이에요""",9
허준박물관,박물관,"""아이와 가기 좋아요""",6
허준박물관,박물관,"""전시 테마가 재밌어요""",3
허준박물관,박물관,"""공간이 넓어요""",3
허준박물관,박물관,"""사진이 잘 나와요""",2
남산공원,"도시, 테마공원","""뷰가 좋아요""",66
남산공원,"도시, 테마공원","""산책로가 잘 되어있어요""",51
남산공원,"도시, 테마공원","""주차하기 편해요""",37
남산공원,"도시, 테마공원","""볼거리가 많아요""",35
남산공원,"도시, 테마공원","""사진이 잘 나와요""",32
남산공원,"도시, 테마공원","""관리가 잘 되어있어요""",27
남산공원,"도시, 테마공원","""방문객이 많아요""",21
남산공원,"도시, 테마공원","""붐비지 않아요""",9
남산공원,"도시, 테마공원","""자연 경관이 좋아요""",8
남산공원,"도시, 테마공원","""편의시설이 잘 되어있어요""",7
남산공원,"도시, 테마공원","""아이와 가기 좋아요""",5
남산공원,"도시, 테마공원","""가격이 합리적이에요""",5
남산공원,"도시, 테마공원","""체험 프로그램이 다양해요""",5
남산공원,"도시, 테마공원","""먹거리가 풍부해요""",3
남산공원,"도시, 테마공원","""반려동물과 가기 좋아요""",3
남산공원,"도시, 테마공원","""대중교통이 편해요""",2
남산공원,"도시, 테마공원","""조용히 쉬기 좋아요""",1
남산공원,"도시, 테마공원","""근처에 갈 곳이 많아요""",1
남산공원,"도시, 테마공원","""규모가 커요""",1
남산공원,"도시, 테마공원","""화장실이 깨끗해요""",1
남산공원,"도시, 테마공원","""유익해요""",1
석파랑,한정식-일반,"""음식이 맛있어요""",43
석파랑,한정식-일반,"""특별한 날 가기 좋아요""",25
석파랑,한정식-일반,"""차분한 분위기에요""",24
석파랑,한정식-일반,"""친절해요""",22
석파랑,한정식-일반,"""뷰가 좋아요""",21
석파랑,한정식-일반,"""재료가 신선해요""",19
석파랑,한정식-일반,"""인테리어가 멋져요""",16
석파랑,한정식-일반,"""단체모임 하기 좋아요""",16
석파랑,한정식-일반,"""비싼 만큼 가치있어요""",13
석파랑,한정식-일반,"""주차하기 편해요""",11
석파랑,한정식-일반,"""매장이 넓어요""",6
석파랑,한정식-일반,"""매장이 청결해요""",6
석파랑,한정식-일반,"""양이 많아요""",4
석파랑,한정식-일반,"""화장실이 깨끗해요""",3
석파랑,한정식-일반,"""가성비가 좋아요""",2
석파랑,한정식-일반,"""혼밥하기 좋아요""",1
석파랑,한정식-일반,"""음식이 빨리 나와요""",1
마로니에공원,근린공원,"""뷰가 좋아요""",208
마로니에공원,근린공원,"""관리가 잘 되어있어요""",85
마로니에공원,근린공원,"""산책로가 잘 되어있어요""",72
마로니에공원,근린공원,"""볼거리가 많아요""",69
마로니에공원,근린공원,"""사진이 잘 나와요""",68
마로니에공원,근린공원,"""가격이 합리적이에요""",52
마로니에공원,근린공원,"""방문객이 많아요""",51
마로니에공원,근린공원,"""먹거리가 풍부해요""",46
마로니에공원,근린공원,"""편의시설이 잘 되어있어요""",43
마로니에공원,근린공원,"""붐비지 않아요""",17
마로니에공원,근린공원,"""체험 프로그램이 다양해요""",9
마로니에공원,근린공원,"""근처에 갈 곳이 많아요""",8
마로니에공원,근린공원,"""대중교통이 편해요""",6
마로니에공원,근린공원,"""주차하기 편해요""",5
마로니에공원,근린공원,"""화장실이 깨끗해요""",4
마로니에공원,근린공원,"""조용히 쉬기 좋아요""",3
마로니에공원,근린공원,"""친절해요""",3
마로니에공원,근린공원,"""아이와 가기 좋아요""",1
마로니에공원,근린공원,"""유익해요""",1
[백년가게]선천집,한식,"""음식이 맛있어요""",41
[백년가게]선천집,한식,"""친절해요""",23
[백년가게]선천집,한식,"""재료가 신선해요""",10
[백년가게]선천집,한식,"""단체모임 하기 좋아요""",9
[백년가게]선천집,한식,"""매장이 청결해요""",6
[백년가게]선천집,한식,"""가성비가 좋아요""",5
[백년가게]선천집,한식,"""매장이 넓어요""",5
[백년가게]선천집,한식,"""특별한 날 가기 좋아요""",3
[백년가게]선천집,한식,"""특별한 메뉴가 있어요""",3
[백년가게]선천집,한식,"""양이 많아요""",2
[백년가게]선천집,한식,"""차분한 분위기에요""",1
[백년가게]선천집,한식,"""아늑해요""",1
[백년가게]선천집,한식,"""혼밥하기 좋아요""",1
[백년가게]선천집,한식,"""인테리어가 멋져요""",1
[백년가게]선천집,한식,"""주차하기 편해요""",1
[백년가게]선천집,한식,"""대화하기 좋아요""",1
[백년가게]선천집,한식,"""건강한 맛이에요""",1
경춘선숲길,도보코스,"""산책로가 잘 되어있어요""",23
경춘선숲길,도보코스,"""뷰가 좋아요""",22
경춘선숲길,도보코스,"""사진이 잘 나와요""",16
경춘선숲길,도보코스,"""볼거리가 많아요""",10
경춘선숲길,도보코스,"""관리가 잘 되어있어요""",10
경춘선숲길,도보코스,"""방문객이 많아요""",9
경춘선숲길,도보코스,"""편의시설이 잘 되어있어요""",3
경춘선숲길,도보코스,"""주차하기 편해요""",2
경춘선숲길,도보코스,"""반려동물과 가기 좋아요""",2
경춘선숲길,도보코스,"""자연 경관이 좋아요""",2
경춘선숲길,도보코스,"""붐비지 않아요""",2
경춘선숲길,도보코스,"""먹거리가 풍부해요""",1
경춘선숲길,도보코스,"""아이와 가기 좋아요""",1
경춘선숲길,도보코스,"""근처에 갈 곳이 많아요""",1
경춘선숲길,도보코스,"""체험 프로그램이 다양해요""",1
경춘선숲길,도보코스,"""대중교통이 편해요""",1
경춘선숲길,도보코스,"""트렌디해요""",1
종이나라박물관,박물관,"""유익해요""",154
종이나라박물관,박물관,"""아이와 가기 좋아요""",115
종이나라박물관,박물관,"""체험 프로그램이 다양해요""",89
종이나라박물관,박물관,"""설명이 잘 되어있어요""",69
종이나라박물관,박물관,"""전시 구성이 알차요""",52
종이나라박물관,박물관,"""전시 테마가 재밌어요""",37
종이나라박물관,박물관,"""가격이 합리적이에요""",25
종이나라박물관,박물관,"""공간이 넓어요""",5
종이나라박물관,박물관,"""사진이 잘 나와요""",3
종이나라박물관,박물관,"""화장실이 깨끗해요""",2
종이나라박물관,박물관,"""주차하기 편해요""",1
청수정,한식,"""음식이 맛있어요""",739
청수정,한식,"""특별한 메뉴가 있어요""",281
청수정,한식,"""재료가 신선해요""",233
청수정,한식,"""친절해요""",207
청수정,한식,"""양이 많아요""",98
청수정,한식,"""가성비가 좋아요""",86
청수정,한식,"""특별한 날 가기 좋아요""",83
청수정,한식,"""단체모임 하기 좋아요""",68
청수정,한식,"""매장이 청결해요""",66
청수정,한식,"""매장이 넓어요""",39
청수정,한식,"""인테리어가 멋져요""",31
청수정,한식,"""혼밥하기 좋아요""",20
청수정,한식,"""반찬이 잘 나와요""",11
청수정,한식,"""화장실이 깨끗해요""",11
청수정,한식,"""주차하기 편해요""",9
청수정,한식,"""건강한 맛이에요""",8
청수정,한식,"""뷰가 좋아요""",7
청수정,한식,"""메뉴 구성이 알차요""",4
청수정,한식,"""음식이 빨리 나와요""",3
청수정,한식,"""비싼 만큼 가치있어요""",3
청수정,한식,"""아이와 가기 좋아요""",2
청수정,한식,"""향신료가 강하지 않아요""",2
청수정,한식,"""컨셉이 독특해요""",1
청수정,한식,"""아늑해요""",1
청수정,한식,"""대화하기 좋아요""",1
코엑스 아쿠아리움,아쿠아리움,"""볼거리가 많아요""",6805
코엑스 아쿠아리움,아쿠아리움,"""관리가 잘 되어있어요""",4473
코엑스 아쿠아리움,아쿠아리움,"""규모가 커요""",4431
코엑스 아쿠아리움,아쿠아리움,"""사진이 잘 나와요""",2812
코엑스 아쿠아리움,아쿠아리움,"""주차하기 편해요""",1710
코엑스 아쿠아리움,아쿠아리움,"""공연이 재밌어요""",1497
코엑스 아쿠아리움,아쿠아리움,"""설명이 잘 되어있어요""",1463
코엑스 아쿠아리움,아쿠아리움,"""체험 프로그램이 다양해요""",1120
코엑스 아쿠아리움,아쿠아리움,"""가격이 합리적이에요""",1117
코엑스 아쿠아리움,아쿠아리움,"""화장실이 깨끗해요""",149
코엑스 아쿠아리움,아쿠아리움,"""인테리어가 멋져요""",95
코엑스 아쿠아리움,아쿠아리움,"""컨셉이 독특해요""",85
코엑스 아쿠아리움,아쿠아리움,"""뷰가 좋아요""",75
코엑스 아쿠아리움,아쿠아리움,"""먹거리가 풍부해요""",19
코엑스 아쿠아리움,아쿠아리움,"""피크닉하기 좋아요""",17
코엑스 아쿠아리움,아쿠아리움,"""반려동물과 가기 좋아요""",3
코엑스 아쿠아리움,아쿠아리움,"""야외 공간이 멋져요""",2
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""공간이 넓어요""",1358
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""놀거리가 많아요""",1030
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""안전하게 관리해요""",753
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""매장이 청결해요""",737
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""테마가 재미있어요""",584
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""가격이 합리적이에요""",574
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""친절해요""",512
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""부모도 쉬기 좋아요""",489
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""화장실이 깨끗해요""",435
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""주차하기 편해요""",377
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""체험 프로그램이 많아요""",232
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""음료가 맛있어요""",141
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""음식이 맛있어요""",104
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""커피가 맛있어요""",5
어린이 감각놀이터 디키디키,"키즈카페,실내놀이터","""먹거리가 풍부해요""",2
피규어뮤지엄W,박물관,"""전시 구성이 알차요""",96
피규어뮤지엄W,박물관,"""전시 테마가 재밌어요""",80
피규어뮤지엄W,박물관,"""사진이 잘 나와요""",41
피규어뮤지엄W,박물관,"""아이와 가기 좋아요""",37
피규어뮤지엄W,박물관,"""유익해요""",28
피규어뮤지엄W,박물관,"""공간이 넓어요""",23
피규어뮤지엄W,박물관,"""설명이 잘 되어있어요""",17
피규어뮤지엄W,박물관,"""가격이 합리적이에요""",16
피규어뮤지엄W,박물관,"""주차하기 편해요""",10
피규어뮤지엄W,박물관,"""체험 프로그램이 다양해요""",10
피규어뮤지엄W,박물관,"""컨셉이 독특해요""",6
피규어뮤지엄W,박물관,"""화장실이 깨끗해요""",4
서울 종로 낙지볶음 골목,"족발,보쌈","""음식이 맛있어요""",919
서울 종로 낙지볶음 골목,"족발,보쌈","""가성비가 좋아요""",308
서울 종로 낙지볶음 골목,"족발,보쌈","""양이 많아요""",302
서울 종로 낙지볶음 골목,"족발,보쌈","""친절해요""",264
서울 종로 낙지볶음 골목,"족발,보쌈","""재료가 신선해요""",206
서울 종로 낙지볶음 골목,"족발,보쌈","""혼밥하기 좋아요""",135
서울 종로 낙지볶음 골목,"족발,보쌈","""특별한 메뉴가 있어요""",120
서울 종로 낙지볶음 골목,"족발,보쌈","""매장이 청결해요""",28
서울 종로 낙지볶음 골목,"족발,보쌈","""인테리어가 멋져요""",17
서울 종로 낙지볶음 골목,"족발,보쌈","""매장이 넓어요""",14
서울 종로 낙지볶음 골목,"족발,보쌈","""단체모임 하기 좋아요""",11
서울 종로 낙지볶음 골목,"족발,보쌈","""건강한 맛이에요""",8
서울 종로 낙지볶음 골목,"족발,보쌈","""뷰가 좋아요""",7
서울 종로 낙지볶음 골목,"족발,보쌈","""음식이 빨리 나와요""",6
서울 종로 낙지볶음 골목,"족발,보쌈","""반찬이 잘 나와요""",6
서울 종로 낙지볶음 골목,"족발,보쌈","""메뉴 구성이 알차요""",5
서울 종로 낙지볶음 골목,"족발,보쌈","""아늑해요""",4
서울 종로 낙지볶음 골목,"족발,보쌈","""잡내가 적어요""",4
서울 종로 낙지볶음 골목,"족발,보쌈","""주차하기 편해요""",2
서울 종로 낙지볶음 골목,"족발,보쌈","""특별한 날 가기 좋아요""",2
서울 종로 낙지볶음 골목,"족발,보쌈","""직접 잘 구워줘요""",2
서울 종로 낙지볶음 골목,"족발,보쌈","""대화하기 좋아요""",2
서울 종로 낙지볶음 골목,"족발,보쌈","""컨셉이 독특해요""",1
서울 종로 낙지볶음 골목,"족발,보쌈","""혼술하기 좋아요""",1
서울 종로 낙지볶음 골목,"족발,보쌈","""현지 맛에 가까워요""",1
서울 종로 낙지볶음 골목,"족발,보쌈","""집중하기 좋아요""",1
서울 종로 낙지볶음 골목,"족발,보쌈","""화장실이 깨끗해요""",1
채석장 전망대,전망대,"""뷰가 좋아요""",204
채석장 전망대,전망대,"""가격이 합리적이에요""",69
채석장 전망대,전망대,"""사진이 잘 나와요""",68
채석장 전망대,전망대,"""야경이 멋져요""",44
채석장 전망대,전망대,"""산책로가 잘 되어있어요""",37
채석장 전망대,전망대,"""볼거리가 많아요""",26
채석장 전망대,전망대,"""근처에 갈 곳이 많아요""",22
채석장 전망대,전망대,"""컨셉이 독특해요""",5
채석장 전망대,전망대,"""대중교통이 편해요""",5
채석장 전망대,전망대,"""주차하기 편해요""",4
채석장 전망대,전망대,"""인테리어가 멋져요""",3
채석장 전망대,전망대,"""시설이 깔끔해요""",2
채석장 전망대,전망대,"""먹거리가 풍부해요""",1
채석장 전망대,전망대,"""반려동물과 가기 좋아요""",1
[백년가게]만석장,한식,"""음식이 맛있어요""",764
[백년가게]만석장,한식,"""재료가 신선해요""",459
[백년가게]만석장,한식,"""친절해요""",216
[백년가게]만석장,한식,"""매장이 넓어요""",193
[백년가게]만석장,한식,"""양이 많아요""",158
[백년가게]만석장,한식,"""뷰가 좋아요""",158
[백년가게]만석장,한식,"""가성비가 좋아요""",139
[백년가게]만석장,한식,"""특별한 메뉴가 있어요""",129
[백년가게]만석장,한식,"""단체모임 하기 좋아요""",126
[백년가게]만석장,한식,"""매장이 청결해요""",95
[백년가게]만석장,한식,"""특별한 날 가기 좋아요""",52
[백년가게]만석장,한식,"""인테리어가 멋져요""",48
[백년가게]만석장,한식,"""주차하기 편해요""",46
[백년가게]만석장,한식,"""화장실이 깨끗해요""",22
[백년가게]만석장,한식,"""건강한 맛이에요""",17
[백년가게]만석장,한식,"""반찬이 잘 나와요""",11
[백년가게]만석장,한식,"""메뉴 구성이 알차요""",10
[백년가게]만석장,한식,"""혼밥하기 좋아요""",7
[백년가게]만석장,한식,"""음식이 빨리 나와요""",3
[백년가게]만석장,한식,"""야외 공간이 멋져요""",3
[백년가게]만석장,한식,"""샐러드바가 잘 되어있어요""",2
[백년가게]만석장,한식,"""아늑해요""",1
[백년가게]만석장,한식,"""향신료가 강하지 않아요""",1
[백년가게]만석장,한식,"""환기가 잘 돼요""",1
서울광장 스케이트장,스케이트장,"""가격이 합리적이에요""",29
서울광장 스케이트장,스케이트장,"""대여장비 상태가 좋아요""",24
서울광장 스케이트장,스케이트장,"""안전하게 관리해요""",24
서울광장 스케이트장,스케이트장,"""편의시설이 잘 되어있어요""",12
서울광장 스케이트장,스케이트장,"""친절해요""",11
서울광장 스케이트장,스케이트장,"""규모가 커요""",9
서울광장 스케이트장,스케이트장,"""휴게공간이 잘 되어있어요""",6
서울광장 스케이트장,스케이트장,"""강습 받기 좋아요""",2
서울광장 스케이트장,스케이트장,"""예약이 편리해요""",2
용산초등학교 실내수영장,수영장,"""시설이 깔끔해요""",30
용산초등학교 실내수영장,수영장,"""물이 깨끗해요""",22
용산초등학교 실내수영장,수영장,"""안전하게 관리해요""",16
용산초등학교 실내수영장,수영장,"""샤워실이 잘 되어있어요""",16
용산초등학교 실내수영장,수영장,"""수업이 체계적이에요""",15
용산초등학교 실내수영장,수영장,"""학생과 소통을 잘해요""",13
용산초등학교 실내수영장,수영장,"""가격이 합리적이에요""",10
용산초등학교 실내수영장,수영장,"""수심이 다양해요""",1
용산초등학교 실내수영장,수영장,"""아이와 가기 좋아요""",1
용산초등학교 실내수영장,수영장,"""주차하기 편해요""",1
용산초등학교 실내수영장,수영장,"""휴게공간이 잘 되어있어요""",1
반포 서래섬,섬,"""뷰가 좋아요""",17
반포 서래섬,섬,"""사진이 잘 나와요""",11
반포 서래섬,섬,"""볼거리가 많아요""",4
반포 서래섬,섬,"""근처에 갈 곳이 많아요""",3
반포 서래섬,섬,"""피크닉하기 좋아요""",3
