,Attraction,Good_Point,Selected_People
1146,난지한강공원,뷰가 좋아요,81
1147,난지한강공원,사진이 잘 나와요,38
1148,난지한강공원,관리가 잘 되어있어요,36
1149,난지한강공원,방문객이 많아요,27
1150,난지한강공원,산책로가 잘 되어있어요,22
1151,난지한강공원,편의시설이 잘 되어있어요,20
1152,난지한강공원,볼거리가 많아요,17
1153,난지한강공원,주차하기 편해요,16
1154,난지한강공원,붐비지 않아요,13
1155,난지한강공원,가격이 합리적이에요,6
1156,난지한강공원,자연 경관이 좋아요,5
1157,난지한강공원,먹거리가 풍부해요,4
1158,난지한강공원,아이와 가기 좋아요,4
1159,난지한강공원,규모가 커요,4
1160,난지한강공원,근처에 갈 곳이 많아요,1
1161,난지한강공원,반려동물과 가기 좋아요,1
1162,난지한강공원,피크닉하기 좋아요,1
1163,난지한강공원,유익해요,1
1164,국립항공박물관,유익해요,496
1165,국립항공박물관,체험 프로그램이 다양해요,333
1166,국립항공박물관,전시 구성이 알차요,324
1167,국립항공박물관,아이와 가기 좋아요,227
1168,국립항공박물관,주차하기 편해요,166
1169,국립항공박물관,설명이 잘 되어있어요,152
1170,국립항공박물관,전시 테마가 재밌어요,148
1171,국립항공박물관,가격이 합리적이에요,122
1172,국립항공박물관,공간이 넓어요,122
1173,국립항공박물관,사진이 잘 나와요,26
1174,국립항공박물관,화장실이 깨끗해요,3
1175,국립항공박물관,컨셉이 독특해요,2
1176,국립항공박물관,뷰가 좋아요,1
1177,경동시장,주차하기 편해요,13
1178,경동시장,가성비가 좋아요,12
1179,경동시장,볼거리가 많아요,11
1180,경동시장,친절해요,11
1181,경동시장,특색 있는 제품이 많아요,10
1182,경동시장,종류가 다양해요,9
1183,경동시장,품질이 좋아요,5
1184,경동시장,먹거리가 풍부해요,4
1185,경동시장,매장이 넓어요,4
1186,경동시장,시설이 깔끔해요,2
1187,경동시장,트렌디해요,2
1188,경동시장,분위기가 편안해요,1
1189,용산가족공원,산책로가 잘 되어있어요,35
1190,용산가족공원,뷰가 좋아요,33
1191,용산가족공원,사진이 잘 나와요,21
1192,용산가족공원,관리가 잘 되어있어요,19
1193,용산가족공원,자연 경관이 좋아요,12
1194,용산가족공원,붐비지 않아요,10
1195,용산가족공원,볼거리가 많아요,9
1196,용산가족공원,아이와 가기 좋아요,5
1197,용산가족공원,주차하기 편해요,5
1198,용산가족공원,조용히 쉬기 좋아요,4
1199,용산가족공원,방문객이 많아요,3
1200,용산가족공원,반려동물과 가기 좋아요,3
1201,용산가족공원,피크닉하기 좋아요,3
1202,용산가족공원,규모가 커요,3
1203,용산가족공원,편의시설이 잘 되어있어요,2
1204,용산가족공원,먹거리가 풍부해요,1
1205,용산가족공원,근처에 갈 곳이 많아요,1
1206,용산가족공원,대중교통이 편해요,1
1207,용산가족공원,화장실이 깨끗해요,1
1208,서서울호수공원,산책로가 잘 되어있어요,32
1209,서서울호수공원,뷰가 좋아요,29
1210,서서울호수공원,관리가 잘 되어있어요,20
1211,서서울호수공원,사진이 잘 나와요,15
1212,서서울호수공원,볼거리가 많아요,12
1213,서서울호수공원,반려동물과 가기 좋아요,10
1214,서서울호수공원,방문객이 많아요,9
1215,서서울호수공원,자연 경관이 좋아요,7
1216,서서울호수공원,주차하기 편해요,6
1217,서서울호수공원,붐비지 않아요,5
1218,서서울호수공원,편의시설이 잘 되어있어요,4
1219,서서울호수공원,화장실이 깨끗해요,3
1220,서서울호수공원,조용히 쉬기 좋아요,1
1221,서서울호수공원,아이와 가기 좋아요,1
1222,서서울호수공원,피크닉하기 좋아요,1
1238,무수아취,깨끗해요,1532
1239,무수아취,바비큐 해먹기 좋아요 ,1481
1240,무수아취,화장실이 잘 되어있어요,947
1241,무수아취,사진이 잘 나와요,832
1242,무수아취,뷰가 좋아요,726
1243,무수아취,조용히 쉬기 좋아요,676
1244,무수아취,주차하기 편해요,659
1245,무수아취,공용시설 관리가 잘돼요,620
1246,무수아취,사이트 간격이 넓어요,230
1247,무수아취,벌레 걱정 없어요,129
1248,무수아취,온수가 잘 나와요,122
1249,무수아취,매너타임이 잘 지켜져요,121
1250,무수아취,친절해요,98
1251,무수아취,개수대가 잘 되어있어요,93
1252,무수아취,물놀이하기 좋아요,80
1253,무수아취,그늘이 많아요,68
1254,무수아취,냉난방이 잘돼요,65
1255,무수아취,파티하기 좋아요,36
1256,무수아취,인테리어가 멋져요,33
1257,무수아취,컨셉이 독특해요,18
1258,무수아취,아이와 가기 좋아요,18
1259,무수아취,전기 사용이 편해요,16
1260,무수아취,비싼 만큼 가치있어요,9
1261,무수아취,편의시설이 잘 되어있어요,6
1262,무수아취,마트 이용이 편해요,6
1263,무수아취,취사시설이 잘 되어있어요,5
1264,무수아취,대중교통이 편해요,3
1265,무수아취,반려동물과 가기 좋아요,2
1266,무수아취,방음이 잘돼요,2
1267,무수아취,침구가 좋아요,1
1268,무수아취,보안시설이 잘 되어있어요,1
1269,서울함공원,볼거리가 많아요,80
1270,서울함공원,뷰가 좋아요,73
1271,서울함공원,관리가 잘 되어있어요,52
1272,서울함공원,사진이 잘 나와요,36
1273,서울함공원,붐비지 않아요,27
1274,서울함공원,주차하기 편해요,26
1275,서울함공원,산책로가 잘 되어있어요,19
1276,서울함공원,가격이 합리적이에요,15
1277,서울함공원,체험 프로그램이 다양해요,13
1278,서울함공원,방문객이 많아요,7
1279,서울함공원,아이와 가기 좋아요,7
1280,서울함공원,편의시설이 잘 되어있어요,5
1281,서울함공원,친절해요,3
1282,서울함공원,유익해요,3
1283,서울함공원,컨셉이 독특해요,2
1284,서울함공원,먹거리가 풍부해요,1
1285,서울함공원,자연 경관이 좋아요,1
1286,헬로우 에이피엠 (Hello apm),주차하기 편해요,13
1287,헬로우 에이피엠 (Hello apm),친절해요,8
1288,헬로우 에이피엠 (Hello apm),가성비가 좋아요,6
1289,헬로우 에이피엠 (Hello apm),품질이 좋아요,4
1290,헬로우 에이피엠 (Hello apm),종류가 다양해요,4
1291,헬로우 에이피엠 (Hello apm),시설이 깔끔해요,3
1292,헬로우 에이피엠 (Hello apm),특색 있는 제품이 많아요,3
1293,헬로우 에이피엠 (Hello apm),매장이 넓어요,3
1294,헬로우 에이피엠 (Hello apm),분위기가 편안해요,1
1295,헬로우 에이피엠 (Hello apm),트렌디해요,1
1296,키자니아 서울,볼거리가 많아요,63
1297,키자니아 서울,아이와 가기 좋아요,62
1298,키자니아 서울,체험 프로그램이 다양해요,52
1299,키자니아 서울,놀이기구가 다양해요,23
1300,키자니아 서울,주차하기 편해요,9
1301,키자니아 서울,사진이 잘 나와요,9
1302,키자니아 서울,친절해요,8
1303,키자니아 서울,규모가 커요,8
1304,키자니아 서울,먹거리가 풍부해요,5
1305,키자니아 서울,유익해요,5
1306,키자니아 서울,가격이 합리적이에요,3
1307,키자니아 서울,컨셉이 독특해요,2
1308,키자니아 서울,시설이 깔끔해요,2
1309,키자니아 서울,안전하게 관리해요,2
1310,키자니아 서울,편의시설이 잘 되어있어요,1
1311,배봉산,뷰가 좋아요,8
1312,배봉산,붐비지 않아요,6
1313,배봉산,편의시설이 잘 되어있어요,3
1314,배봉산,조용히 쉬기 좋아요,3
1315,배봉산,아이와 가기 좋아요,2
1316,배봉산,반려동물과 가기 좋아요,2
1317,배봉산,사진이 잘 나와요,2
1318,배봉산,화장실이 깨끗해요,2
1319,배봉산,산책로가 잘 되어있어요,2
1320,배봉산,피크닉하기 좋아요,1
1321,배봉산,신기한 식물이 많아요,1
1322,배봉산,경관이 독특해요,1
1323,만해한용운심우장,사진이 잘 나와요,6
1324,만해한용운심우장,설명이 잘 되어있어요,5
1325,만해한용운심우장,붐비지 않아요,4
1326,만해한용운심우장,뷰가 좋아요,4
1327,만해한용운심우장,볼거리가 많아요,3
1328,만해한용운심우장,관리가 잘 되어있어요,3
1329,만해한용운심우장,아이와 가기 좋아요,2
1330,만해한용운심우장,대중교통이 편해요,2
1331,만해한용운심우장,근처에 갈 곳이 많아요,1
1332,만해한용운심우장,주차하기 편해요,1
1333,만해한용운심우장,체험 프로그램이 다양해요,1
1334,독립문,사진이 잘 나와요,21
1335,독립문,산책로가 잘 되어있어요,17
1336,독립문,관리가 잘 되어있어요,11
1337,독립문,볼거리가 많아요,10
1338,독립문,붐비지 않아요,10
1339,독립문,아이와 가기 좋아요,4
1340,독립문,근처에 갈 곳이 많아요,4
1341,독립문,설명이 잘 되어있어요,3
1342,독립문,체험 프로그램이 다양해요,3
1343,독립문,가격이 합리적이에요,2
1344,독립문,대중교통이 편해요,2
1345,독립문,뷰가 좋아요,2
1346,독립문,방문객이 많아요,1
1347,독립문,주차하기 편해요,1
1348,독립문,반려동물과 가기 좋아요,1
1349,독립문,규모가 커요,1
1350,전쟁기념관,유익해요,770
1351,전쟁기념관,주차하기 편해요,480
1352,전쟁기념관,전시 구성이 알차요,443
1353,전쟁기념관,공간이 넓어요,253
1354,전쟁기념관,설명이 잘 되어있어요,234
1355,전쟁기념관,전시 테마가 재밌어요,231
1356,전쟁기념관,아이와 가기 좋아요,140
1357,전쟁기념관,체험 프로그램이 다양해요,121
1358,전쟁기념관,가격이 합리적이에요,93
1359,전쟁기념관,사진이 잘 나와요,50
1360,전쟁기념관,화장실이 깨끗해요,3
1361,서울 중부시장,친절해요,17
1362,서울 중부시장,종류가 다양해요,5
1363,서울 중부시장,볼거리가 많아요,4
1364,서울 중부시장,특색 있는 제품이 많아요,4
1365,서울 중부시장,품질이 좋아요,4
1366,서울 중부시장,야시장이 잘 되어있어요,2
1367,서울 중부시장,비싼 만큼 가치있어요,2
1368,서울 중부시장,시설이 깔끔해요,1
1369,서울 중부시장,먹거리가 풍부해요,1
1370,서울 중부시장,분위기가 편안해요,1
1371,서울 중부시장,주차하기 편해요,1
1372,서울 중부시장,가성비가 좋아요,1
1373,서울 중부시장,매장이 넓어요,1
1374,서울 중부시장,트렌디해요,1
1375,삼익패션타운,가성비가 좋아요,32
1376,삼익패션타운,친절해요,29
1377,삼익패션타운,분위기가 편안해요,13
1378,삼익패션타운,종류가 다양해요,12
1379,삼익패션타운,주차하기 편해요,8
1380,삼익패션타운,품질이 좋아요,8
1381,삼익패션타운,시설이 깔끔해요,6
1382,삼익패션타운,특색 있는 제품이 많아요,6
1383,삼익패션타운,매장이 넓어요,6
1384,삼익패션타운,비싼 만큼 가치있어요,2
1385,삼익패션타운,설명이 자세해요,1
1386,흥인지문,사진이 잘 나와요,36
1387,흥인지문,볼거리가 많아요,15
1388,흥인지문,관리가 잘 되어있어요,12
1389,흥인지문,산책로가 잘 되어있어요,12
1390,흥인지문,붐비지 않아요,9
1391,흥인지문,근처에 갈 곳이 많아요,6
1392,흥인지문,대중교통이 편해요,6
1393,흥인지문,야경이 멋져요,4
1394,흥인지문,방문객이 많아요,3
1395,흥인지문,아이와 가기 좋아요,3
1396,흥인지문,뷰가 좋아요,3
1397,흥인지문,경관이 독특해요,2
1398,흥인지문,설명이 잘 되어있어요,1
1399,흥인지문,편의시설이 잘 되어있어요,1
1400,흥인지문,가격이 합리적이에요,1
1401,롯데월드 아쿠아리움,볼거리가 많아요,6630
1402,롯데월드 아쿠아리움,관리가 잘 되어있어요,4791
1403,롯데월드 아쿠아리움,규모가 커요,4649
1404,롯데월드 아쿠아리움,사진이 잘 나와요,2386
1405,롯데월드 아쿠아리움,주차하기 편해요,2139
1406,롯데월드 아쿠아리움,설명이 잘 되어있어요,1314
1407,롯데월드 아쿠아리움,체험 프로그램이 다양해요,1136
1408,롯데월드 아쿠아리움,가격이 합리적이에요,996
1409,롯데월드 아쿠아리움,공연이 재밌어요,793
1410,롯데월드 아쿠아리움,화장실이 깨끗해요,258
1411,롯데월드 아쿠아리움,뷰가 좋아요,78
1412,롯데월드 아쿠아리움,인테리어가 멋져요,68
1413,롯데월드 아쿠아리움,컨셉이 독특해요,50
1414,롯데월드 아쿠아리움,먹거리가 풍부해요,30
1415,롯데월드 아쿠아리움,피크닉하기 좋아요,21
1416,롯데월드 아쿠아리움,야외 공간이 멋져요,13
1417,롯데월드 아쿠아리움,반려동물과 가기 좋아요,5
1418,남산 야외식물원,산책로가 잘 되어있어요,125
1419,남산 야외식물원,주차하기 편해요,68
1420,남산 야외식물원,볼거리가 많아요,35
1421,남산 야외식물원,가격이 합리적이에요,31
1422,남산 야외식물원,뷰가 좋아요,25
1423,남산 야외식물원,편의시설이 잘 되어있어요,19
1424,남산 야외식물원,사진이 잘 나와요,19
1425,남산 야외식물원,신기한 식물이 많아요,14
1426,남산 야외식물원,화장실이 깨끗해요,14
1427,남산 야외식물원,대중교통이 편해요,4
1428,선유도공원,뷰가 좋아요,58
1429,선유도공원,산책로가 잘 되어있어요,43
1430,선유도공원,사진이 잘 나와요,35
1431,선유도공원,관리가 잘 되어있어요,24
1432,선유도공원,붐비지 않아요,23
1433,선유도공원,볼거리가 많아요,22
1434,선유도공원,자연 경관이 좋아요,11
1435,선유도공원,방문객이 많아요,6
1436,선유도공원,주차하기 편해요,6
1437,선유도공원,피크닉하기 좋아요,5
1438,선유도공원,편의시설이 잘 되어있어요,4
1439,선유도공원,조용히 쉬기 좋아요,4
1440,선유도공원,아이와 가기 좋아요,2
1441,선유도공원,규모가 커요,2
1442,선유도공원,화장실이 깨끗해요,2
1443,선유도공원,근처에 갈 곳이 많아요,1
1444,선유도공원,반려동물과 가기 좋아요,1
1445,선유도공원,체험 프로그램이 다양해요,1
1446,중명전,사진이 잘 나와요,10
1447,중명전,볼거리가 많아요,7
1448,중명전,관리가 잘 되어있어요,7
1449,중명전,붐비지 않아요,6
1450,중명전,설명이 잘 되어있어요,3
1451,중명전,아이와 가기 좋아요,2
1452,중명전,대중교통이 편해요,2
1453,중명전,근처에 갈 곳이 많아요,1
1454,중명전,주차하기 편해요,1
1455,중명전,체험 프로그램이 다양해요,1
1456,중명전,산책로가 잘 되어있어요,1
1457,중명전,뷰가 좋아요,1
1458,양화한강공원,뷰가 좋아요,47
1459,양화한강공원,산책로가 잘 되어있어요,36
1460,양화한강공원,관리가 잘 되어있어요,17
1461,양화한강공원,사진이 잘 나와요,14
1462,양화한강공원,볼거리가 많아요,10
1463,양화한강공원,붐비지 않아요,10
1464,양화한강공원,주차하기 편해요,9
1465,양화한강공원,방문객이 많아요,8
1466,양화한강공원,자연 경관이 좋아요,8
1467,양화한강공원,반려동물과 가기 좋아요,6
1468,양화한강공원,편의시설이 잘 되어있어요,4
1469,양화한강공원,조용히 쉬기 좋아요,3
1470,양화한강공원,피크닉하기 좋아요,3
1471,양화한강공원,먹거리가 풍부해요,2
1472,양화한강공원,친절해요,1
1473,양화한강공원,근처에 갈 곳이 많아요,1
1474,양화한강공원,대중교통이 편해요,1
1475,양화한강공원,규모가 커요,1
1476,수락산,뷰가 좋아요,47
1477,수락산,사진이 잘 나와요,24
1478,수락산,경관이 독특해요,23
1479,수락산,대중교통이 편해요,13
1480,수락산,붐비지 않아요,12
1481,수락산,볼거리가 많아요,11
1482,수락산,주차하기 편해요,5
1483,수락산,산책로가 잘 되어있어요,5
1484,수락산,방문객이 많아요,4
1485,수락산,조용히 쉬기 좋아요,4
1486,수락산,근처에 갈 곳이 많아요,3
1487,수락산,코스가 길어요,2
1488,수락산,편의시설이 잘 되어있어요,2
1489,수락산,피크닉하기 좋아요,2
1490,수락산,먹거리가 풍부해요,1
1491,수락산,반려동물과 가기 좋아요,1
1492,수락산,신기한 식물이 많아요,1
1493,수락산,화장실이 깨끗해요,1
1494,국립고궁박물관,유익해요,89
1495,국립고궁박물관,전시 구성이 알차요,63
1496,국립고궁박물관,설명이 잘 되어있어요,48
1497,국립고궁박물관,체험 프로그램이 다양해요,36
1498,국립고궁박물관,아이와 가기 좋아요,33
1499,국립고궁박물관,전시 테마가 재밌어요,26
1500,국립고궁박물관,가격이 합리적이에요,22
1501,국립고궁박물관,공간이 넓어요,18
1502,국립고궁박물관,화장실이 깨끗해요,8
1503,국립고궁박물관,사진이 잘 나와요,7
1504,국립고궁박물관,주차하기 편해요,6
1505,국립고궁박물관,컨셉이 독특해요,1
1506,국립고궁박물관,반려동물과 가기 좋아요,1
1507,IFC몰,종류가 다양해요,631
1508,IFC몰,친절해요,582
1509,IFC몰,매장이 넓어요,545
1510,IFC몰,가성비가 좋아요,506
1511,IFC몰,시설이 깔끔해요,431
1512,IFC몰,품질이 좋아요,396
1513,IFC몰,분위기가 편안해요,277
1514,IFC몰,주차하기 편해요,246
1515,IFC몰,특색 있는 제품이 많아요,223
1516,IFC몰,비싼 만큼 가치있어요,124
1517,IFC몰,트렌디해요,5
1518,IFC몰,고급스러워요,2
1519,IFC몰,컨셉이 독특해요,1
1520,IFC몰,아기자기해요,1
1521,IFC몰,독특한 디자인이 많아요,1
1522,IFC몰,선물하기 좋아요,1
1523,IFC몰,인테리어가 멋져요,1
1524,IFC몰,예쁜 소품이 많아요,1
1525,IFC몰,신상품이 많아요,1
1526,관악산 낙성대공원,뷰가 좋아요,38
1527,관악산 낙성대공원,산책로가 잘 되어있어요,36
1528,관악산 낙성대공원,관리가 잘 되어있어요,29
1529,관악산 낙성대공원,주차하기 편해요,22
1530,관악산 낙성대공원,사진이 잘 나와요,21
1531,관악산 낙성대공원,편의시설이 잘 되어있어요,12
1532,관악산 낙성대공원,붐비지 않아요,12
1533,관악산 낙성대공원,가격이 합리적이에요,11
1534,관악산 낙성대공원,볼거리가 많아요,10
1535,관악산 낙성대공원,체험 프로그램이 다양해요,8
1536,관악산 낙성대공원,방문객이 많아요,7
1537,관악산 낙성대공원,먹거리가 풍부해요,7
1538,관악산 낙성대공원,자연 경관이 좋아요,4
1539,관악산 낙성대공원,반려동물과 가기 좋아요,2
1540,관악산 낙성대공원,유익해요,2
1541,관악산 낙성대공원,조용히 쉬기 좋아요,1
1542,관악산 낙성대공원,아이와 가기 좋아요,1
1543,관악산 낙성대공원,근처에 갈 곳이 많아요,1
1544,다이나믹 메이즈 (서울 인사동점),아이와 가기 좋아요,1771
1545,다이나믹 메이즈 (서울 인사동점),체험 프로그램이 다양해요,1203
1546,다이나믹 메이즈 (서울 인사동점),볼거리가 많아요,895
1547,다이나믹 메이즈 (서울 인사동점),놀이기구가 다양해요,779
1548,다이나믹 메이즈 (서울 인사동점),사진이 잘 나와요,698
1549,다이나믹 메이즈 (서울 인사동점),가격이 합리적이에요,546
1550,다이나믹 메이즈 (서울 인사동점),컨셉이 독특해요,176
1551,다이나믹 메이즈 (서울 인사동점),친절해요,172
1552,다이나믹 메이즈 (서울 인사동점),주차하기 편해요,92
1553,다이나믹 메이즈 (서울 인사동점),시설이 깔끔해요,83
1554,다이나믹 메이즈 (서울 인사동점),규모가 커요,73
1555,다이나믹 메이즈 (서울 인사동점),안전하게 관리해요,60
1556,다이나믹 메이즈 (서울 인사동점),대기시간이 짧아요,44
1557,다이나믹 메이즈 (서울 인사동점),먹거리가 풍부해요,43
1558,다이나믹 메이즈 (서울 인사동점),유익해요,29
1559,다이나믹 메이즈 (서울 인사동점),편의시설이 잘 되어있어요,11
1560,다이나믹 메이즈 (서울 인사동점),샤워실이 잘 되어있어요,1
1561,다이나믹 메이즈 (서울 인사동점),수질 관리가 잘돼요,1
1562,서대문독립공원,주차하기 편해요,113
1563,서대문독립공원,관리가 잘 되어있어요,84
1564,서대문독립공원,산책로가 잘 되어있어요,73
1565,서대문독립공원,볼거리가 많아요,62
1566,서대문독립공원,뷰가 좋아요,53
1567,서대문독립공원,가격이 합리적이에요,31
1568,서대문독립공원,체험 프로그램이 다양해요,20
1569,서대문독립공원,사진이 잘 나와요,17
1570,서대문독립공원,편의시설이 잘 되어있어요,15
1571,서대문독립공원,먹거리가 풍부해요,4
1572,서대문독립공원,방문객이 많아요,3
1573,서대문독립공원,붐비지 않아요,2
1574,서대문독립공원,아이와 가기 좋아요,1
1575,서대문독립공원,반려동물과 가기 좋아요,1
1576,서대문독립공원,유익해요,1
1577,대림중앙시장,볼거리가 많아요,6
1578,대림중앙시장,친절해요,5
1579,대림중앙시장,컨셉이 독특해요,2
1580,대림중앙시장,시설이 깔끔해요,2
1581,대림중앙시장,주차하기 편해요,2
1582,대림중앙시장,특색 있는 제품이 많아요,2
1583,대림중앙시장,트렌디해요,2
1584,대림중앙시장,먹거리가 풍부해요,1
1585,대림중앙시장,분위기가 편안해요,1
1586,대림중앙시장,매장이 넓어요,1
1587,대림중앙시장,종류가 다양해요,1
1588,서울역사박물관,유익해요,20
1589,서울역사박물관,전시 구성이 알차요,14
1590,서울역사박물관,설명이 잘 되어있어요,10
1591,서울역사박물관,전시 테마가 재밌어요,5
1592,서울역사박물관,주차하기 편해요,5
1593,서울역사박물관,가격이 합리적이에요,3
1594,서울역사박물관,공간이 넓어요,3
1595,서울역사박물관,아이와 가기 좋아요,2
1596,서울역사박물관,체험 프로그램이 다양해요,2
1597,서울역사박물관,뷰가 좋아요,1
1618,더현대 서울,종류가 다양해요,1038
1619,더현대 서울,친절해요,801
1620,더현대 서울,특색 있는 제품이 많아요,678
1621,더현대 서울,매장이 넓어요,607
1622,더현대 서울,품질이 좋아요,561
1623,더현대 서울,시설이 깔끔해요,540
1624,더현대 서울,주차하기 편해요,307
1625,더현대 서울,가성비가 좋아요,293
1626,더현대 서울,비싼 만큼 가치있어요,272
1627,더현대 서울,분위기가 편안해요,263
1628,더현대 서울,트렌디해요,155
1629,더현대 서울,고급스러워요,30
1630,더현대 서울,컨셉이 독특해요,27
1631,더현대 서울,아기자기해요,24
1632,더현대 서울,선물하기 좋아요,23
1633,더현대 서울,신상품이 많아요,21
1634,더현대 서울,인테리어가 멋져요,20
1635,더현대 서울,예쁜 소품이 많아요,18
1636,더현대 서울,포장이 정성스러워요,13
1637,더현대 서울,독특한 디자인이 많아요,8
1638,더현대 서울,설명이 자세해요,7
1639,더현대 서울,사진이 잘 나와요,7
1640,더현대 서울,추천을 잘해줘요,7
1641,더현대 서울,주문제작을 잘해줘요,2
1642,더현대 서울,사이즈가 다양해요,1
1643,서울 효창공원,사진이 잘 나와요,14
1644,서울 효창공원,산책로가 잘 되어있어요,14
1645,서울 효창공원,붐비지 않아요,10
1646,서울 효창공원,볼거리가 많아요,9
1647,서울 효창공원,관리가 잘 되어있어요,7
1648,서울 효창공원,아이와 가기 좋아요,5
1649,서울 효창공원,주차하기 편해요,5
1650,서울 효창공원,가격이 합리적이에요,3
1651,서울 효창공원,규모가 커요,2
1652,서울 효창공원,화장실이 깨끗해요,2
1653,서울 효창공원,뷰가 좋아요,2
1654,서울 효창공원,근처에 갈 곳이 많아요,1
1655,서울 효창공원,반려동물과 가기 좋아요,1
1656,서울 효창공원,체험 프로그램이 다양해요,1
1657,파크하비오 워터킹덤&스파,시설이 깔끔해요,1761
1658,파크하비오 워터킹덤&스파,주차하기 편해요,1650
1659,파크하비오 워터킹덤&스파,샤워실이 잘 되어있어요,1087
1660,파크하비오 워터킹덤&스파,수질 관리가 잘돼요,1017
1661,파크하비오 워터킹덤&스파,규모가 커요,1000
1662,파크하비오 워터킹덤&스파,안전하게 관리해요,962
1663,파크하비오 워터킹덤&스파,부대시설이 잘 되어있어요,828
1664,파크하비오 워터킹덤&스파,놀이기구가 다양해요,769
1665,파크하비오 워터킹덤&스파,친절해요,695
1666,파크하비오 워터킹덤&스파,가격이 합리적이에요,540
1667,파크하비오 워터킹덤&스파,아이와 가기 좋아요,243
1668,파크하비오 워터킹덤&스파,물이 따뜻해요,67
1669,파크하비오 워터킹덤&스파,대기시간이 짧아요,42
1670,파크하비오 워터킹덤&스파,수심이 다양해요,28
1671,파크하비오 워터킹덤&스파,먹거리가 풍부해요,15
1672,파크하비오 워터킹덤&스파,컨셉이 독특해요,11
1673,파크하비오 워터킹덤&스파,숙박하기 좋아요,10
1674,파크하비오 워터킹덤&스파,체험 프로그램이 다양해요,7
1675,파크하비오 워터킹덤&스파,사진이 잘 나와요,4
1676,파크하비오 워터킹덤&스파,인테리어가 멋져요,3
1677,파크하비오 워터킹덤&스파,볼거리가 많아요,1
1678,서울창포원,산책로가 잘 되어있어요,26
1679,서울창포원,볼거리가 많아요,21
1680,서울창포원,뷰가 좋아요,14
1681,서울창포원,화장실이 깨끗해요,10
1682,서울창포원,편의시설이 잘 되어있어요,6
1683,서울창포원,가격이 합리적이에요,6
1684,서울창포원,신기한 식물이 많아요,5
1685,서울창포원,주차하기 편해요,4
1686,서울창포원,대중교통이 편해요,2
1687,서울창포원,사진이 잘 나와요,1
1688,전쟁과여성인권박물관,유익해요,29
1689,전쟁과여성인권박물관,전시 구성이 알차요,26
1690,전쟁과여성인권박물관,설명이 잘 되어있어요,25
1691,전쟁과여성인권박물관,전시 테마가 재밌어요,9
1692,전쟁과여성인권박물관,체험 프로그램이 다양해요,8
1693,전쟁과여성인권박물관,가격이 합리적이에요,7
1694,전쟁과여성인권박물관,아이와 가기 좋아요,2
1695,전쟁과여성인권박물관,공간이 넓어요,2
1727,아쿠아플라넷 63,공연이 재밌어요,2717
1728,아쿠아플라넷 63,볼거리가 많아요,2687
1729,아쿠아플라넷 63,관리가 잘 되어있어요,2604
1730,아쿠아플라넷 63,주차하기 편해요,2512
1731,아쿠아플라넷 63,사진이 잘 나와요,1383
1732,아쿠아플라넷 63,가격이 합리적이에요,1225
1733,아쿠아플라넷 63,규모가 커요,1159
1734,아쿠아플라넷 63,설명이 잘 되어있어요,698
1735,아쿠아플라넷 63,체험 프로그램이 다양해요,671
1736,아쿠아플라넷 63,뷰가 좋아요,217
1737,아쿠아플라넷 63,화장실이 깨끗해요,211
1738,아쿠아플라넷 63,인테리어가 멋져요,45
1739,아쿠아플라넷 63,컨셉이 독특해요,15
1740,아쿠아플라넷 63,피크닉하기 좋아요,13
1741,아쿠아플라넷 63,먹거리가 풍부해요,12
1742,아쿠아플라넷 63,야외 공간이 멋져요,6
1743,아쿠아플라넷 63,반려동물과 가기 좋아요,2
1816,영등포청과시장,친절해요,13
1817,영등포청과시장,품질이 좋아요,4
1818,영등포청과시장,가성비가 좋아요,2
1819,영등포청과시장,특색 있는 제품이 많아요,2
1820,영등포청과시장,종류가 다양해요,2
1821,영등포청과시장,볼거리가 많아요,1
1822,영등포청과시장,컨셉이 독특해요,1
1823,영등포청과시장,분위기가 편안해요,1
1824,영등포청과시장,야시장이 잘 되어있어요,1
1825,영등포청과시장,주차하기 편해요,1
1826,영등포청과시장,비싼 만큼 가치있어요,1
1827,영등포청과시장,트렌디해요,1
1828,보라매공원,뷰가 좋아요,376
1829,보라매공원,관리가 잘 되어있어요,323
1830,보라매공원,산책로가 잘 되어있어요,310
1831,보라매공원,사진이 잘 나와요,140
1832,보라매공원,먹거리가 풍부해요,108
1833,보라매공원,가격이 합리적이에요,104
1834,보라매공원,편의시설이 잘 되어있어요,102
1835,보라매공원,볼거리가 많아요,97
1836,보라매공원,주차하기 편해요,74
1837,보라매공원,방문객이 많아요,53
1838,보라매공원,붐비지 않아요,29
1839,보라매공원,체험 프로그램이 다양해요,17
1840,보라매공원,자연 경관이 좋아요,14
1841,보라매공원,반려동물과 가기 좋아요,11
1842,보라매공원,규모가 커요,10
1843,보라매공원,아이와 가기 좋아요,7
1844,보라매공원,근처에 갈 곳이 많아요,6
1845,보라매공원,피크닉하기 좋아요,5
1846,보라매공원,조용히 쉬기 좋아요,4
1847,보라매공원,대중교통이 편해요,3
1848,보라매공원,화장실이 깨끗해요,1
1887,한강시민공원 망원지구(망원한강공원),뷰가 좋아요,109
1888,한강시민공원 망원지구(망원한강공원),산책로가 잘 되어있어요,55
1889,한강시민공원 망원지구(망원한강공원),사진이 잘 나와요,45
1890,한강시민공원 망원지구(망원한강공원),관리가 잘 되어있어요,26
1891,한강시민공원 망원지구(망원한강공원),볼거리가 많아요,21
1892,한강시민공원 망원지구(망원한강공원),방문객이 많아요,18
