,Attraction,Category,type,Category_Map,Category_Map_v2,Good_Point,Selected_People,Participants
1350,롯데월드타워 서울스카이,관광,theme,매력도,활동,컨셉이 독특해요,62,"11,594"
1351,롯데월드타워 서울스카이,관광,theme,매력도,활동,체험 프로그램이 다양해요,22,"11,594"
1352,롯데월드타워 서울스카이,관광,theme,만족도,서비스,반려동물과 가기 좋아요,1,"11,594"
1353,롯데호텔서울 설화수 스파,관광,theme,만족도,서비스,친절해요,19,28
1354,롯데호텔서울 설화수 스파,관광,theme,매력도,분위기,분위기가 편안해요,16,28
1355,롯데호텔서울 설화수 스파,관광,theme,만족도,서비스,관리 효과가 좋아요,14,28
1356,롯데호텔서울 설화수 스파,관광,theme,편의,시설,매장이 청결해요,11,28
1357,롯데호텔서울 설화수 스파,관광,theme,만족도,서비스,맞춤 케어를 잘해줘요,10,28
1358,롯데호텔서울 설화수 스파,관광,theme,만족도,가격,비싼 만큼 가치있어요,10,28
1359,롯데호텔서울 설화수 스파,관광,theme,만족도,서비스,시술이 꼼꼼해요,6,28
1360,롯데호텔서울 설화수 스파,관광,theme,편의,시설,기구가 청결해요,4,28
1361,롯데호텔서울 설화수 스파,관광,theme,만족도,서비스,상담이 자세해요,3,28
1362,롯데호텔서울 설화수 스파,관광,theme,편의,접근성,주차하기 편해요,3,28
1363,롯데호텔서울 설화수 스파,관광,theme,매력도,분위기,고급스러워요,1,28
1364,롯데호텔서울 설화수 스파,관광,theme,매력도,활동,좋은 제품을 사용해요,1,28
1365,롯데호텔서울 설화수 스파,관광,theme,편의,시설,대기공간이 잘 되어있어요,1,28
1366,리얼월드 성수,관광,experience,편의,시설,인테리어가 멋져요,89,147
1367,리얼월드 성수,관광,experience,만족도,서비스,친절해요,82,147
1368,리얼월드 성수,관광,experience,매력도,분위기,사진이 잘 나와요,73,147
1369,리얼월드 성수,관광,experience,편의,시설,매장이 청결해요,57,147
1370,리얼월드 성수,관광,experience,만족도,가격,가성비가 좋아요,16,147
1371,리얼월드 성수,관광,experience,매력도,분위기,대화하기 좋아요,12,147
1372,리얼월드 성수,관광,experience,편의,시설,좌석이 편해요,5,147
1373,리얼월드 성수,관광,experience,매력도,분위기,뷰가 좋아요,5,147
1374,리얼월드 성수,관광,experience,매력도,분위기,집중하기 좋아요,4,147
1375,리얼월드 성수,관광,experience,편의,시설,화장실이 깨끗해요,4,147
1376,리얼월드 성수,관광,experience,편의,시설,시설이 깔끔해요,3,147
1377,리얼월드 성수,관광,experience,매력도,활동,문제가 신선해요,3,147
1378,리얼월드 성수,관광,experience,매력도,활동,스토리가 탄탄해요,1,147
1379,리얼월드 성수,관광,experience,매력도,활동,재미있는 테마가 많아요,1,147
1380,마로니에공원,관광,nature / history / shop_etc,매력도,분위기,뷰가 좋아요,208,401
1381,마로니에공원,관광,nature / history / shop_etc,편의,시설,관리가 잘 되어있어요,85,401
1382,마로니에공원,관광,nature / history / shop_etc,편의,접근성,산책로가 잘 되어있어요,72,401
1383,마로니에공원,관광,nature / history / shop_etc,매력도,활동,볼거리가 많아요,69,401
1384,마로니에공원,관광,nature / history / shop_etc,매력도,분위기,사진이 잘 나와요,68,401
1385,마로니에공원,관광,nature / history / shop_etc,만족도,가격,가격이 합리적이에요,52,401
1386,마로니에공원,관광,nature / history / shop_etc,매력도,분위기,방문객이 많아요,51,401
1387,마로니에공원,관광,nature / history / shop_etc,편의,시설,먹거리가 풍부해요,46,401
1388,마로니에공원,관광,nature / history / shop_etc,편의,시설,편의시설이 잘 되어있어요,43,401
1389,마로니에공원,관광,nature / history / shop_etc,매력도,분위기,붐비지 않아요,17,401
1390,마로니에공원,관광,nature / history / shop_etc,매력도,활동,체험 프로그램이 다양해요,9,401
1391,마로니에공원,관광,nature / history / shop_etc,편의,접근성,근처에 갈 곳이 많아요,8,401
1392,마로니에공원,관광,nature / history / shop_etc,편의,접근성,대중교통이 편해요,6,401
1393,마로니에공원,관광,nature / history / shop_etc,편의,접근성,주차하기 편해요,5,401
1394,마로니에공원,관광,nature / history / shop_etc,편의,시설,화장실이 깨끗해요,4,401
1395,마로니에공원,관광,nature / history / shop_etc,매력도,분위기,조용히 쉬기 좋아요,3,401
1396,마로니에공원,관광,nature / history / shop_etc,만족도,서비스,친절해요,3,401
1397,마로니에공원,관광,nature / history / shop_etc,매력도,분위기,아이와 가기 좋아요,1,401
1398,마로니에공원,관광,nature / history / shop_etc,만족도,서비스,유익해요,1,401
1399,마장 축산물시장,관광,shop_etc,만족도,서비스,친절해요,30,70
1400,마장 축산물시장,관광,shop_etc,매력도,활동,볼거리가 많아요,27,70
1401,마장 축산물시장,관광,shop_etc,편의,시설,먹거리가 풍부해요,16,70
1402,마장 축산물시장,관광,shop_etc,편의,접근성,주차하기 편해요,12,70
1403,마장 축산물시장,관광,shop_etc,매력도,분위기,트렌디해요,9,70
1404,마장 축산물시장,관광,shop_etc,매력도,활동,야시장이 잘 되어있어요,8,70
1405,마장 축산물시장,관광,shop_etc,편의,시설,시설이 깔끔해요,6,70
1406,마장 축산물시장,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,6,70
1407,마장 축산물시장,관광,shop_etc,만족도,가격,품질이 좋아요,5,70
1408,마장 축산물시장,관광,shop_etc,매력도,활동,컨셉이 독특해요,3,70
1409,마장 축산물시장,관광,shop_etc,편의,시설,편의시설이 잘 되어있어요,3,70
1410,마장 축산물시장,관광,shop_etc,만족도,가격,가성비가 좋아요,3,70
1411,마장 축산물시장,관광,shop_etc,매력도,분위기,방문객이 많아요,2,70
1412,마장 축산물시장,관광,shop_etc,편의,시설,매장이 넓어요,2,70
1413,마장 축산물시장,관광,shop_etc,편의,시설,종류가 다양해요,2,70
1414,마장 축산물시장,관광,shop_etc,편의,시설,규모가 커요,1,70
1415,마천중앙시장,관광,shop_etc,만족도,서비스,친절해요,49,84
1416,마천중앙시장,관광,shop_etc,편의,접근성,주차하기 편해요,39,84
1417,마천중앙시장,관광,shop_etc,매력도,활동,볼거리가 많아요,38,84
1418,마천중앙시장,관광,shop_etc,편의,시설,먹거리가 풍부해요,18,84
1419,마천중앙시장,관광,shop_etc,매력도,분위기,트렌디해요,9,84
1420,마천중앙시장,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,7,84
1421,마천중앙시장,관광,shop_etc,편의,시설,시설이 깔끔해요,5,84
1422,마천중앙시장,관광,shop_etc,매력도,활동,컨셉이 독특해요,4,84
1423,마천중앙시장,관광,shop_etc,편의,시설,편의시설이 잘 되어있어요,3,84
1424,마천중앙시장,관광,shop_etc,편의,시설,종류가 다양해요,3,84
1425,마천중앙시장,관광,shop_etc,매력도,활동,야시장이 잘 되어있어요,2,84
1426,마천중앙시장,관광,shop_etc,편의,시설,매장이 넓어요,2,84
1427,마천중앙시장,관광,shop_etc,매력도,분위기,분위기가 편안해요,1,84
1428,마천중앙시장,관광,shop_etc,만족도,가격,품질이 좋아요,1,84
1429,마천중앙시장,관광,shop_etc,편의,시설,규모가 커요,1,84
1430,마천중앙시장,관광,shop_etc,매력도,분위기,붐비지 않아요,1,84
1431,마포구하늘공원,관광,nature,편의,접근성,산책로가 잘 되어있어요,395,681
1432,마포구하늘공원,관광,nature,매력도,분위기,뷰가 좋아요,322,681
1433,마포구하늘공원,관광,nature,매력도,분위기,사진이 잘 나와요,233,681
1434,마포구하늘공원,관광,nature,매력도,활동,볼거리가 많아요,199,681
1435,마포구하늘공원,관광,nature,매력도,분위기,피크닉하기 좋아요,190,681
1436,마포구하늘공원,관광,nature,편의,시설,편의시설이 잘 되어있어요,59,681
1437,마포구하늘공원,관광,nature,편의,접근성,주차하기 편해요,54,681
1438,마포구하늘공원,관광,nature,편의,접근성,대중교통이 편해요,41,681
1439,마포구하늘공원,관광,nature,만족도,가격,가격이 합리적이에요,40,681
1440,마포구하늘공원,관광,nature,편의,시설,화장실이 깨끗해요,40,681
1441,마포구하늘공원,관광,nature,매력도,분위기,아이와 가기 좋아요,8,681
1442,마포구하늘공원,관광,nature,만족도,서비스,반려동물과 가기 좋아요,7,681
1443,마포구하늘공원,관광,nature,편의,시설,규모가 커요,7,681
1444,마포구하늘공원,관광,nature,매력도,분위기,조용히 쉬기 좋아요,4,681
1445,마포구하늘공원,관광,nature,매력도,분위기,방문객이 많아요,3,681
1446,마포구하늘공원,관광,nature,편의,시설,관리가 잘 되어있어요,3,681
1447,마포구하늘공원,관광,nature,매력도,분위기,붐비지 않아요,2,681
1448,마포구하늘공원,관광,nature,편의,접근성,근처에 갈 곳이 많아요,1,681
1449,마포구하늘공원,관광,nature,매력도,분위기,신기한 식물이 많아요,1,681
1450,마포구하늘공원,관광,nature,매력도,분위기,경관이 독특해요,1,681
1451,마포농수산물시장,관광,shop_etc,만족도,서비스,친절해요,27,65
1452,마포농수산물시장,관광,shop_etc,매력도,활동,볼거리가 많아요,18,65
1453,마포농수산물시장,관광,shop_etc,편의,접근성,주차하기 편해요,18,65
1454,마포농수산물시장,관광,shop_etc,만족도,가격,가성비가 좋아요,10,65
1455,마포농수산물시장,관광,shop_etc,만족도,가격,품질이 좋아요,9,65
1456,마포농수산물시장,관광,shop_etc,편의,시설,종류가 다양해요,9,65
1457,마포농수산물시장,관광,shop_etc,편의,시설,시설이 깔끔해요,7,65
1458,마포농수산물시장,관광,shop_etc,편의,시설,먹거리가 풍부해요,6,65
1459,마포농수산물시장,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,5,65
1460,마포농수산물시장,관광,shop_etc,편의,시설,편의시설이 잘 되어있어요,4,65
1461,마포농수산물시장,관광,shop_etc,매력도,분위기,분위기가 편안해요,4,65
1462,마포농수산물시장,관광,shop_etc,편의,시설,매장이 넓어요,4,65
1463,마포농수산물시장,관광,shop_etc,매력도,활동,컨셉이 독특해요,2,65
1464,마포농수산물시장,관광,shop_etc,매력도,활동,야시장이 잘 되어있어요,2,65
1465,마포농수산물시장,관광,shop_etc,만족도,가격,비싼 만큼 가치있어요,2,65
1466,마포농수산물시장,관광,shop_etc,편의,시설,규모가 커요,1,65
1467,마포농수산물시장,관광,shop_etc,매력도,분위기,트렌디해요,1,65
1468,만해한용운심우장,관광,history,매력도,분위기,사진이 잘 나와요,6,11
1469,만해한용운심우장,관광,history,만족도,서비스,설명이 잘 되어있어요,5,11
1470,만해한용운심우장,관광,history,매력도,분위기,붐비지 않아요,4,11
1471,만해한용운심우장,관광,history,매력도,분위기,뷰가 좋아요,4,11
1472,만해한용운심우장,관광,history,매력도,활동,볼거리가 많아요,3,11
1473,만해한용운심우장,관광,history,편의,시설,관리가 잘 되어있어요,3,11
1474,만해한용운심우장,관광,history,매력도,분위기,아이와 가기 좋아요,2,11
1475,만해한용운심우장,관광,history,편의,접근성,대중교통이 편해요,2,11
1476,만해한용운심우장,관광,history,편의,접근성,근처에 갈 곳이 많아요,1,11
1477,만해한용운심우장,관광,history,편의,접근성,주차하기 편해요,1,11
1478,만해한용운심우장,관광,history,매력도,활동,체험 프로그램이 다양해요,1,11
1479,망우 역사 문화공원,관광,history,매력도,분위기,뷰가 좋아요,34,39
1480,망우 역사 문화공원,관광,history,편의,접근성,산책로가 잘 되어있어요,21,39
1481,망우 역사 문화공원,관광,history,매력도,활동,볼거리가 많아요,10,39
1482,망우 역사 문화공원,관광,history,편의,시설,관리가 잘 되어있어요,8,39
1483,망우 역사 문화공원,관광,history,편의,접근성,주차하기 편해요,8,39
1484,망우 역사 문화공원,관광,history,매력도,분위기,자연 경관이 좋아요,7,39
1485,망우 역사 문화공원,관광,history,매력도,분위기,사진이 잘 나와요,6,39
1486,망우 역사 문화공원,관광,history,매력도,분위기,방문객이 많아요,4,39
1487,망우 역사 문화공원,관광,history,매력도,분위기,붐비지 않아요,3,39
1488,망우 역사 문화공원,관광,history,만족도,서비스,유익해요,2,39
1489,망우 역사 문화공원,관광,history,매력도,분위기,조용히 쉬기 좋아요,1,39
1490,망우 역사 문화공원,관광,history,매력도,활동,체험 프로그램이 다양해요,1,39
1491,망우 역사 문화공원,관광,history,편의,시설,화장실이 깨끗해요,1,39
1492,망원시장,관광,shop_etc,만족도,서비스,친절해요,34,118
1493,망원시장,관광,shop_etc,만족도,가격,가성비가 좋아요,34,118
1494,망원시장,관광,shop_etc,편의,시설,종류가 다양해요,29,118
1495,망원시장,관광,shop_etc,편의,접근성,주차하기 편해요,24,118
1496,망원시장,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,22,118
1497,망원시장,관광,shop_etc,만족도,가격,품질이 좋아요,14,118
1498,망원시장,관광,shop_etc,편의,시설,시설이 깔끔해요,10,118
1499,망원시장,관광,shop_etc,매력도,활동,볼거리가 많아요,9,118
1500,망원시장,관광,shop_etc,매력도,분위기,분위기가 편안해요,6,118
1501,망원시장,관광,shop_etc,편의,시설,먹거리가 풍부해요,5,118
1502,망원시장,관광,shop_etc,만족도,가격,비싼 만큼 가치있어요,5,118
1503,망원시장,관광,shop_etc,편의,시설,매장이 넓어요,4,118
1504,망원시장,관광,shop_etc,편의,시설,편의시설이 잘 되어있어요,2,118
1505,망원시장,관광,shop_etc,매력도,분위기,트렌디해요,2,118
1506,망원시장,관광,shop_etc,매력도,활동,컨셉이 독특해요,1,118
1507,매헌 시민의 숲,관광,nature,편의,접근성,산책로가 잘 되어있어요,56,46
1508,매헌 시민의 숲,관광,nature,매력도,분위기,피크닉하기 좋아요,39,46
1509,매헌 시민의 숲,관광,nature,매력도,분위기,사진이 잘 나와요,24,46
1510,매헌 시민의 숲,관광,nature,매력도,활동,볼거리가 많아요,18,46
1511,매헌 시민의 숲,관광,nature,매력도,분위기,뷰가 좋아요,18,46
1512,매헌 시민의 숲,관광,nature,편의,접근성,대중교통이 편해요,16,46
1513,매헌 시민의 숲,관광,nature,편의,시설,화장실이 깨끗해요,9,46
1514,매헌 시민의 숲,관광,nature,매력도,분위기,아이와 가기 좋아요,7,46
1515,매헌 시민의 숲,관광,nature,편의,접근성,주차하기 편해요,7,46
1516,매헌 시민의 숲,관광,nature,만족도,서비스,반려동물과 가기 좋아요,6,46
1517,매헌 시민의 숲,관광,nature,편의,시설,편의시설이 잘 되어있어요,5,46
1518,매헌 시민의 숲,관광,nature,매력도,분위기,조용히 쉬기 좋아요,5,46
1519,매헌 시민의 숲,관광,nature,편의,시설,관리가 잘 되어있어요,2,46
1520,매헌 시민의 숲,관광,nature,매력도,분위기,붐비지 않아요,2,46
1521,매헌 시민의 숲,관광,nature,매력도,분위기,방문객이 많아요,1,46
1522,매헌 시민의 숲,관광,nature,편의,접근성,근처에 갈 곳이 많아요,1,46
1523,매헌 시민의 숲,관광,nature,만족도,가격,가격이 합리적이에요,1,46
1524,메세나폴리스 몰,관광,shop_etc,만족도,가격,가성비가 좋아요,62,114
1525,메세나폴리스 몰,관광,shop_etc,편의,시설,종류가 다양해요,38,114
1526,메세나폴리스 몰,관광,shop_etc,만족도,서비스,친절해요,32,114
1527,메세나폴리스 몰,관광,shop_etc,만족도,가격,품질이 좋아요,20,114
1528,메세나폴리스 몰,관광,shop_etc,편의,시설,시설이 깔끔해요,12,114
1529,메세나폴리스 몰,관광,shop_etc,편의,시설,매장이 넓어요,11,114
1530,메세나폴리스 몰,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,8,114
1531,메세나폴리스 몰,관광,shop_etc,편의,접근성,주차하기 편해요,7,114
1532,메세나폴리스 몰,관광,shop_etc,매력도,분위기,분위기가 편안해요,6,114
1533,메세나폴리스 몰,관광,shop_etc,만족도,가격,비싼 만큼 가치있어요,3,114
1534,메세나폴리스 몰,관광,shop_etc,매력도,분위기,고급스러워요,1,114
1535,목3동시장,관광,shop_etc,만족도,서비스,친절해요,69,77
1536,목3동시장,관광,shop_etc,매력도,활동,볼거리가 많아요,57,77
1537,목3동시장,관광,shop_etc,편의,접근성,주차하기 편해요,22,77
1538,목3동시장,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,15,77
1539,목3동시장,관광,shop_etc,편의,시설,시설이 깔끔해요,14,77
1540,목3동시장,관광,shop_etc,편의,시설,먹거리가 풍부해요,14,77
1541,목3동시장,관광,shop_etc,만족도,가격,가성비가 좋아요,13,77
1542,목3동시장,관광,shop_etc,매력도,분위기,트렌디해요,10,77
1543,목3동시장,관광,shop_etc,편의,시설,종류가 다양해요,8,77
1544,목3동시장,관광,shop_etc,매력도,활동,컨셉이 독특해요,6,77
1545,목3동시장,관광,shop_etc,편의,시설,편의시설이 잘 되어있어요,5,77
1546,목3동시장,관광,shop_etc,매력도,분위기,방문객이 많아요,3,77
1547,목3동시장,관광,shop_etc,매력도,활동,야시장이 잘 되어있어요,3,77
1548,목3동시장,관광,shop_etc,편의,시설,매장이 넓어요,3,77
1549,목3동시장,관광,shop_etc,만족도,가격,품질이 좋아요,2,77
1550,목3동시장,관광,shop_etc,매력도,분위기,분위기가 편안해요,1,77
1551,목3동시장,관광,shop_etc,매력도,분위기,붐비지 않아요,1,77
1552,목동종합운동장실내아이스링크,관광,experience,만족도,서비스,안전하게 관리해요,263,637
1553,목동종합운동장실내아이스링크,관광,experience,만족도,가격,가격이 합리적이에요,245,637
1554,목동종합운동장실내아이스링크,관광,experience,편의,시설,규모가 커요,200,637
1555,목동종합운동장실내아이스링크,관광,experience,편의,접근성,주차하기 편해요,150,637
1556,목동종합운동장실내아이스링크,관광,experience,편의,시설,대여장비 상태가 좋아요,145,637
1557,목동종합운동장실내아이스링크,관광,experience,편의,시설,편의시설이 잘 되어있어요,137,637
1558,목동종합운동장실내아이스링크,관광,experience,매력도,활동,강습 받기 좋아요,126,637
1559,목동종합운동장실내아이스링크,관광,experience,만족도,서비스,친절해요,121,637
1560,목동종합운동장실내아이스링크,관광,experience,편의,시설,휴게공간이 잘 되어있어요,86,637
1561,목동종합운동장실내아이스링크,관광,experience,만족도,서비스,예약이 편리해요,14,637
1562,목동종합운동장실내아이스링크,관광,experience,만족도,서비스,수업이 체계적이에요,1,637
1563,목동종합운동장실내아이스링크,관광,experience,만족도,서비스,맞춤 지도를 잘해줘요,1,637
1564,목인박물관 목석원,관광,culture,매력도,분위기,사진이 잘 나와요,62,135
1565,목인박물관 목석원,관광,culture,만족도,서비스,유익해요,62,135
1566,목인박물관 목석원,관광,culture,매력도,활동,전시 구성이 알차요,61,135
1567,목인박물관 목석원,관광,culture,편의,시설,공간이 넓어요,53,135
1568,목인박물관 목석원,관광,culture,매력도,활동,전시 테마가 재밌어요,42,135
1569,목인박물관 목석원,관광,culture,만족도,가격,가격이 합리적이에요,21,135
1570,목인박물관 목석원,관광,culture,매력도,분위기,뷰가 좋아요,18,135
1571,목인박물관 목석원,관광,culture,만족도,서비스,설명이 잘 되어있어요,17,135
1572,목인박물관 목석원,관광,culture,매력도,분위기,아이와 가기 좋아요,9,135
1573,목인박물관 목석원,관광,culture,매력도,활동,체험 프로그램이 다양해요,7,135
1574,목인박물관 목석원,관광,culture,매력도,활동,컨셉이 독특해요,4,135
1575,목인박물관 목석원,관광,culture,편의,접근성,주차하기 편해요,3,135
1576,목인박물관 목석원,관광,culture,편의,시설,화장실이 깨끗해요,1,135
1577,몽마르뜨공원,관광,nature,매력도,분위기,뷰가 좋아요,14,18
1578,몽마르뜨공원,관광,nature,편의,접근성,산책로가 잘 되어있어요,13,18
1579,몽마르뜨공원,관광,nature,편의,시설,관리가 잘 되어있어요,6,18
1580,몽마르뜨공원,관광,nature,매력도,분위기,붐비지 않아요,5,18
1581,몽마르뜨공원,관광,nature,매력도,활동,볼거리가 많아요,4,18
1582,몽마르뜨공원,관광,nature,매력도,분위기,자연 경관이 좋아요,3,18
1583,몽마르뜨공원,관광,nature,편의,접근성,근처에 갈 곳이 많아요,2,18
1584,몽마르뜨공원,관광,nature,매력도,분위기,사진이 잘 나와요,2,18
1585,몽마르뜨공원,관광,nature,매력도,분위기,방문객이 많아요,1,18
1586,몽마르뜨공원,관광,nature,편의,시설,편의시설이 잘 되어있어요,1,18
1587,몽마르뜨공원,관광,nature,편의,시설,먹거리가 풍부해요,1,18
1588,몽마르뜨공원,관광,nature,매력도,분위기,조용히 쉬기 좋아요,1,18
1589,몽마르뜨공원,관광,nature,편의,접근성,주차하기 편해요,1,18
1590,몽마르뜨공원,관광,nature,편의,접근성,대중교통이 편해요,1,18
1591,몽촌토성,관광,history,매력도,분위기,사진이 잘 나와요,14,26
1592,몽촌토성,관광,history,매력도,분위기,붐비지 않아요,11,26
1593,몽촌토성,관광,history,편의,접근성,산책로가 잘 되어있어요,10,26
1594,몽촌토성,관광,history,편의,시설,관리가 잘 되어있어요,5,26
1595,몽촌토성,관광,history,매력도,활동,볼거리가 많아요,3,26
1596,몽촌토성,관광,history,매력도,분위기,아이와 가기 좋아요,2,26
1597,몽촌토성,관광,history,편의,접근성,주차하기 편해요,2,26
1598,몽촌토성,관광,history,편의,시설,규모가 커요,2,26
1599,몽촌토성,관광,history,매력도,분위기,뷰가 좋아요,2,26
1600,몽촌토성,관광,history,매력도,분위기,야경이 멋져요,1,26
1601,몽촌토성,관광,history,만족도,가격,가격이 합리적이에요,1,26
1602,무수아취,관광,nature / experience,편의,시설,깨끗해요,1532,"2,025"
1603,무수아취,관광,nature / experience,편의,시설,바비큐 해먹기 좋아요,1481,"2,025"
1604,무수아취,관광,nature / experience,편의,시설,화장실이 잘 되어있어요,947,"2,025"
1605,무수아취,관광,nature / experience,매력도,분위기,사진이 잘 나와요,832,"2,025"
1606,무수아취,관광,nature / experience,매력도,분위기,뷰가 좋아요,726,"2,025"
1607,무수아취,관광,nature / experience,매력도,분위기,조용히 쉬기 좋아요,676,"2,025"
1608,무수아취,관광,nature / experience,편의,접근성,주차하기 편해요,659,"2,025"
1609,무수아취,관광,nature / experience,편의,시설,공용시설 관리가 잘돼요,620,"2,025"
1610,무수아취,관광,nature / experience,편의,시설,사이트 간격이 넓어요,230,"2,025"
1611,무수아취,관광,nature / experience,편의,시설,벌레 걱정 없어요,129,"2,025"
1612,무수아취,관광,nature / experience,편의,시설,온수가 잘 나와요,122,"2,025"
1613,무수아취,관광,nature / experience,매력도,분위기,매너타임이 잘 지켜져요,121,"2,025"
1614,무수아취,관광,nature / experience,만족도,서비스,친절해요,98,"2,025"
1615,무수아취,관광,nature / experience,편의,시설,개수대가 잘 되어있어요,93,"2,025"
1616,무수아취,관광,nature / experience,편의,시설,물놀이하기 좋아요,80,"2,025"
1617,무수아취,관광,nature / experience,편의,시설,그늘이 많아요,68,"2,025"
1618,무수아취,관광,nature / experience,편의,시설,냉난방이 잘돼요,65,"2,025"
1619,무수아취,관광,nature / experience,매력도,분위기,파티하기 좋아요,36,"2,025"
1620,무수아취,관광,nature / experience,편의,시설,인테리어가 멋져요,33,"2,025"
1621,무수아취,관광,nature / experience,매력도,활동,컨셉이 독특해요,18,"2,025"
1622,무수아취,관광,nature / experience,매력도,분위기,아이와 가기 좋아요,18,"2,025"
1623,무수아취,관광,nature / experience,편의,시설,전기 사용이 편해요,16,"2,025"
1624,무수아취,관광,nature / experience,만족도,가격,비싼 만큼 가치있어요,9,"2,025"
1625,무수아취,관광,nature / experience,편의,시설,편의시설이 잘 되어있어요,6,"2,025"
1626,무수아취,관광,nature / experience,편의,접근성,마트 이용이 편해요,6,"2,025"
1627,무수아취,관광,nature / experience,편의,시설,취사시설이 잘 되어있어요,5,"2,025"
1628,무수아취,관광,nature / experience,편의,접근성,대중교통이 편해요,3,"2,025"
1629,무수아취,관광,nature / experience,만족도,서비스,반려동물과 가기 좋아요,2,"2,025"
1630,무수아취,관광,nature / experience,편의,시설,방음이 잘돼요,2,"2,025"
1631,무수아취,관광,nature / experience,편의,시설,침구가 좋아요,1,"2,025"
1632,무수아취,관광,nature / experience,편의,시설,보안시설이 잘 되어있어요,1,"2,025"
1633,문래근린공원,관광,nature,편의,접근성,산책로가 잘 되어있어요,15,15
1634,문래근린공원,관광,nature,매력도,분위기,뷰가 좋아요,11,15
1635,문래근린공원,관광,nature,편의,시설,관리가 잘 되어있어요,10,15
1636,문래근린공원,관광,nature,매력도,활동,볼거리가 많아요,6,15
1637,문래근린공원,관광,nature,매력도,분위기,사진이 잘 나와요,6,15
1638,문래근린공원,관광,nature,매력도,분위기,붐비지 않아요,5,15
1639,문래근린공원,관광,nature,매력도,분위기,아이와 가기 좋아요,4,15
1640,문래근린공원,관광,nature,매력도,분위기,자연 경관이 좋아요,4,15
1641,문래근린공원,관광,nature,편의,접근성,주차하기 편해요,3,15
1642,문래근린공원,관광,nature,만족도,서비스,반려동물과 가기 좋아요,3,15
1643,문래근린공원,관광,nature,편의,시설,편의시설이 잘 되어있어요,2,15
1644,문래근린공원,관광,nature,매력도,분위기,방문객이 많아요,1,15
1645,문래근린공원,관광,nature,매력도,분위기,조용히 쉬기 좋아요,1,15
1646,문래근린공원,관광,nature,편의,시설,화장실이 깨끗해요,1,15
1647,물빛광장,관광,nature,매력도,분위기,뷰가 좋아요,19,22
1648,물빛광장,관광,nature,매력도,분위기,사진이 잘 나와요,7,22
1649,물빛광장,관광,nature,편의,접근성,산책로가 잘 되어있어요,7,22
1650,물빛광장,관광,nature,매력도,활동,볼거리가 많아요,5,22
1651,물빛광장,관광,nature,매력도,분위기,방문객이 많아요,4,22
1652,물빛광장,관광,nature,편의,시설,먹거리가 풍부해요,4,22
1653,물빛광장,관광,nature,매력도,분위기,아이와 가기 좋아요,4,22
1654,물빛광장,관광,nature,편의,시설,관리가 잘 되어있어요,4,22
1655,물빛광장,관광,nature,매력도,분위기,피크닉하기 좋아요,3,22
1656,물빛광장,관광,nature,편의,접근성,대중교통이 편해요,3,22
1657,물빛광장,관광,nature,매력도,분위기,붐비지 않아요,3,22
1658,물빛광장,관광,nature,편의,접근성,주차하기 편해요,2,22
1659,물빛광장,관광,nature,매력도,분위기,자연 경관이 좋아요,2,22
1660,물빛광장,관광,nature,편의,시설,편의시설이 잘 되어있어요,1,22
1661,물빛광장,관광,nature,매력도,분위기,조용히 쉬기 좋아요,1,22
1662,물빛광장,관광,nature,만족도,서비스,반려동물과 가기 좋아요,1,22
1663,물빛광장,관광,nature,편의,시설,규모가 커요,1,22
1664,물빛광장,관광,nature,편의,시설,화장실이 깨끗해요,1,22
1665,밀리오레,관광,shop_etc,만족도,서비스,친절해요,34,97
1666,밀리오레,관광,shop_etc,편의,시설,종류가 다양해요,34,97
1667,밀리오레,관광,shop_etc,편의,접근성,주차하기 편해요,33,97
1668,밀리오레,관광,shop_etc,만족도,가격,가성비가 좋아요,21,97
1669,밀리오레,관광,shop_etc,매력도,활동,특색 있는 제품이 많아요,12,97
1670,밀리오레,관광,shop_etc,만족도,가격,품질이 좋아요,10,97
1671,밀리오레,관광,shop_etc,편의,시설,매장이 넓어요,8,97
1672,밀리오레,관광,shop_etc,편의,시설,시설이 깔끔해요,7,97
1673,밀리오레,관광,shop_etc,매력도,분위기,분위기가 편안해요,3,97
1674,밀리오레,관광,shop_etc,만족도,가격,비싼 만큼 가치있어요,3,97
1675,박물관은 살아있다(인사동점),관광,experience,매력도,분위기,사진이 잘 나와요,505,773
1676,박물관은 살아있다(인사동점),관광,experience,매력도,분위기,아이와 가기 좋아요,491,773
1677,박물관은 살아있다(인사동점),관광,experience,매력도,활동,볼거리가 많아요,454,773
1678,박물관은 살아있다(인사동점),관광,experience,매력도,활동,체험 프로그램이 다양해요,298,773
1679,박물관은 살아있다(인사동점),관광,experience,만족도,가격,가격이 합리적이에요,155,773
1680,박물관은 살아있다(인사동점),관광,experience,매력도,활동,놀이기구가 다양해요,97,773
1681,박물관은 살아있다(인사동점),관광,experience,매력도,활동,컨셉이 독특해요,26,773
1682,박물관은 살아있다(인사동점),관광,experience,편의,접근성,주차하기 편해요,26,773
1683,박물관은 살아있다(인사동점),관광,experience,편의,시설,규모가 커요,26,773
